coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
bipcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,20,0.15,0.19,3.08,3.08,0.081,nan,0.034,nan
eryllium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,393,0.32,0.11,1.8,1.8,0.119,nan,0.02,nan
chronos,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,24,0.26,0.18,2.88,2.88,-0.106,nan,0.078,nan
shilling,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11,0.25,0.16,2.47,2.47,-0.337,nan,0.241,nan
mindcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,211,0.06,0.01,0.12,0.12,-0.372,nan,0.031,nan
useless-ether...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gold-pressed-...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
virta-unique-...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
flaxscript,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8,0.08,0.12,1.91,1.91,0.638,nan,0.088,nan
allsafe,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,20168,-0.36,-0.16,-2.56,-2.56,125.848,nan,58.946,nan
uro,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4318,0.25,0.16,2.5,2.5,0.038,nan,0.016,nan
ponzicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6550,-0.13,0.0,0.08,0.08,0.382,nan,0.034,nan
printerium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.3,0.14,2.27,2.27,0.248,nan,0.068,nan
dappster,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2771,-0.13,-0.01,-0.18,-0.18,-0.05,nan,0.025,nan
zetamicron,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7547,0.08,0.21,3.3,3.3,-0.097,nan,0.071,nan
bnrtxcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2858,0.21,0.13,2.07,2.07,-0.158,nan,0.027,nan
marijuanacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14582,0.22,0.07,1.07,1.07,-0.278,nan,0.02,nan
healthywormcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4,0.24,0.2,3.17,3.17,0.136,nan,0.084,nan
javascript-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32993,0.27,0.27,4.36,4.36,0.579,nan,0.161,nan
kronecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,19260,0.08,-0.01,-0.23,-0.23,0.208,nan,0.015,nan
veltor,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.22,0.14,2.16,2.16,0.687,nan,0.026,nan
roofs,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,80024,0.14,0.15,2.32,2.32,-0.508,nan,0.041,nan
jewels,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4430,0.2,-0.01,-0.09,-0.09,-0.191,nan,0.013,nan
zayedcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,638,-0.15,0.1,1.62,1.62,0.121,nan,0.023,nan
luna-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,268,0.26,0.14,2.15,2.15,0.178,nan,0.028,nan
beatcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,192,0.22,0.14,2.27,2.27,0.14,nan,0.089,nan
copico,16 Oct 2017,16 Nov 2017,31.0,203.0,12,blockchain,2,N/A,N/A,N/A,0.006,1266,0,N/A,0.32,N/A,2.748,107543,0.05,0.22,3.42,3.42,0.152,nan,0.024,nan
master-swiscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,215679,-0.03,-0.18,-2.8,-2.8,-0.17,nan,0.004,nan
californium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4016,-0.34,0.07,1.1,1.1,-0.732,nan,0.106,nan
creatio,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,35,0.05,0.09,1.41,1.41,0.291,nan,0.037,nan
icobid,09 Dec 2016,09 Jan 2017,31.0,514.0,12,other,N/A,N/A,N/A,N/A,0.0,N/A,0,N/A,N/A,N/A,0.0,808,0.25,0.14,2.2,2.2,0.784,nan,0.027,nan
arbit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,21,0,N/A,N/A,N/A,0.0,247,0.2,0.19,2.99,2.99,0.223,nan,0.065,nan
slevin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,80710,0.03,0.15,2.36,2.36,-0.197,nan,0.059,nan
asiadigicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1352,0.39,0.26,4.11,4.11,-0.011,nan,0.029,nan
bioscrypto,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
letitride,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,33267,-0.1,-0.11,-1.68,-1.68,-0.025,nan,0.021,nan
interzone,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,55845,-0.02,-0.15,-2.31,-2.31,-0.732,nan,0.075,nan
glasscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,21293,0.12,0.07,1.17,1.17,-0.238,nan,0.001,nan
milocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1151,0.16,0.16,2.58,2.58,-0.785,nan,0.13,nan
independent-m...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iconic,01 Mar 2018,31 Mar 2018,30.0,68.0,12,fintech,N/A,N/A,N/A,N/A,N/A,2922,0,N/A,0.28,N/A,0.0,180,0.24,0.16,2.48,2.48,0.493,nan,0.035,nan
gbcgoldcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,140,0.13,0.1,1.55,1.55,-1.069,nan,0.054,nan
cannation,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1040,0.19,0.21,3.36,3.36,0.094,nan,0.035,nan
piecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,572,0.01,0.12,1.86,1.86,0.08,nan,0.044,nan
geertcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7335,0.19,0.1,1.62,1.62,1.096,nan,0.057,nan
dreamcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,90712,-0.25,0.02,0.25,0.25,-0.03,nan,0.069,nan
cryptoworldx-...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tagrcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,118,-0.07,0.07,1.16,1.16,-0.258,nan,0.048,nan
funcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,25414,0.22,0.11,1.74,1.74,-0.084,nan,0.03,nan
litecred,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,672,-0.01,0.12,1.91,1.91,0.213,nan,0.107,nan
plncoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,69,0.34,0.11,1.69,1.69,-0.114,nan,0.053,nan
litecoin-ultra,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,126174,0.11,0.07,1.11,1.11,-0.262,nan,0.034,nan
impulsecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1053,-0.08,0.1,1.61,1.61,-0.232,nan,0.028,nan
vectorai,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
steps,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,793,0.25,0.21,3.38,3.38,0.266,nan,0.052,nan
credence-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,107722,0.27,0.11,1.74,1.74,0.509,nan,0.064,nan
rsgpcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4653,0.18,0.13,2.04,2.04,-0.183,nan,0.03,nan
anarchistsprime,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,131,0.12,0.1,1.52,1.52,-7.016,nan,0.284,nan
destiny,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,796,0.46,0.19,2.95,2.95,-0.555,nan,0.035,nan
kingn-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1625,0.21,0.1,1.64,1.64,-0.129,nan,0.028,nan
royal-kingdom...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
prcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32488,-0.07,0.08,1.21,1.21,0.616,nan,0.008,nan
playercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,28765,0.07,0.13,2.12,2.12,0.279,nan,0.025,nan
posex,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2894,-0.37,-0.09,-1.49,-1.49,-0.092,nan,0.018,nan
bowscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,68,0.26,0.14,2.17,2.17,-0.368,nan,0.068,nan
bitvolt,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,18981,0.29,0.16,2.6,2.6,0.66,nan,0.026,nan
dollar-online,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,211,0.2,0.12,1.87,1.87,0.216,nan,0.024,nan
wild-beast-block,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,809,-0.09,0.09,1.51,1.51,0.706,nan,0.012,nan
argus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9004,0.24,0.14,2.18,2.18,1.384,nan,0.576,nan
rawcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3150,0.04,0.06,0.97,0.97,0.127,nan,0.03,nan
cthulhu-offer...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
save-and-gain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0,0.05,0.16,2.62,2.62,-0.377,nan,0.09,nan
selfiecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,88,0.14,0.11,1.81,1.81,-0.004,nan,0.038,nan
ibank,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3039,0.12,0.04,0.66,0.66,0.327,nan,0.021,nan
biobar,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3937,0.3,0.17,2.67,2.67,0.151,nan,0.035,nan
nodecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,61,0.07,0.17,2.74,2.74,0.019,nan,0.064,nan
coimatic-2.0,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
concoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,297,0.27,0.25,4.0,4.0,-0.06,nan,0.078,nan
artex-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,79,0.26,0.18,2.9,2.9,-0.215,nan,0.132,nan
vault-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1064,0.28,0.23,3.71,3.71,0.044,nan,0.065,nan
socialcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,27,-0.01,0.14,2.2,2.2,-0.661,nan,0.049,nan
ulatech,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,886914,0.17,0.12,1.9,1.9,3.689,nan,0.093,nan
magnum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2148,0.26,0.13,2.07,2.07,0.348,nan,0.401,nan
levoplus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1851,0.17,0.12,1.85,1.85,0.035,nan,0.029,nan
tristar-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1878,0.07,0.16,2.54,2.54,-0.133,nan,0.073,nan
ebittree-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,25277,0.08,0.11,1.76,1.76,-2.089,nan,0.136,nan
poly-ai,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1131220,0.06,0.01,0.22,0.22,-0.349,nan,-0.018,nan
ck-usd,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
atmcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1523,-0.06,0.19,3.05,3.05,0.091,nan,0.008,nan
ofcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11876100,0.09,-0.14,-2.25,-2.25,-0.043,nan,-0.004,nan
zip,N/A,N/A,N/A,N/A,12,other,N/A,19220000.0,19220000.0,1.0,0.19,89,0,N/A,N/A,N/A,-0.989,10072300,0.4,0.7,1.39,1.39,-1.687,nan,0.012,nan
quarkchain,N/A,N/A,N/A,N/A,12,other,16,20000000.0,20000000.0,1.0,0.0197,78842,0,19880,0.44,N/A,14.071,19042300,-1.07,-1.85,-3.7,-3.7,4.0,nan,-0.053,nan
apis,4 Mar 2018,3 Apr 2018,30.0,65.0,7,blockchain,21,N/A,N/A,N/A,N/A,N/A,0,N/A,0.2,N/A,0.0,4766240,1.44,2.49,4.99,4.99,-6.189,nan,0.092,nan
noah-coin,N/A,N/A,N/A,N/A,8,real estate,8,N/A,N/A,N/A,N/A,N/A,0,5914,N/A,N/A,0.0,2394110,-0.5,-0.24,-3.76,-3.76,-0.182,nan,-0.014,nan
penta,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,15277400,0.16,1.29,2.58,2.58,-0.151,nan,-0.0,nan
tripio,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,23690700,-0.03,-0.22,-0.44,-0.44,0.422,nan,0.001,nan
libra-credit,01 May 2018,01 Jun 2018,31.0,6.0,7,fintech,10,26400000.0,26400000.0,1.0,0.1,96901,0,N/A,0.56,N/A,1.986,4569100,-1.08,-1.86,-3.73,-3.73,-0.689,nan,-0.027,nan
trustnote,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,21255,0,N/A,N/A,N/A,0.0,28347900,-0.06,-0.51,-1.02,-1.02,0.249,nan,-0.009,nan
content-and-a...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
skrumble-network,05 May 2018,07 May 2018,2.0,31.0,12,fintech,31,16472800.0,16472800.0,1.0,0.0515,54602,0,2016,0.3,N/A,0.873,32789700,-0.17,-1.35,-2.69,-2.69,-0.854,nan,-0.016,nan
kcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,51603,0,N/A,N/A,N/A,0.0,6821280,-0.12,-0.14,-2.3,-2.3,-0.055,nan,-0.002,nan
oceanchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1084330,0.02,-0.23,-3.61,-3.61,-0.405,nan,-0.004,nan
pundi-x,21 Jan 2018,21 Jan 2018,0.0,137.0,12,saas,4,35000000.0,35000000.0,1.0,2.1,23178,0,5627,0.86,N/A,-1.0,970635,-0.19,0.29,4.53,4.53,-0.669,nan,0.037,nan
pchain,N/A,N/A,N/A,N/A,12,blockchain,N/A,26674000.0,26674000.0,1.0,0.0533,18868,0,N/A,N/A,N/A,2.293,3758130,3.2,5.54,11.07,11.07,-3.857,nan,0.06,nan
starchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1401020,-0.08,-0.29,-4.68,-4.68,-0.37,nan,0.002,nan
educoin,18 Mar 2018,25 Mar 2018,7.0,74.0,7,social services,4,N/A,N/A,N/A,N/A,373,0,7,N/A,N/A,0.0,4,0.22,0.16,2.51,2.51,14.705,nan,0.744,nan
coinmeet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13261300,-0.28,-0.2,-3.19,-3.19,0.942,nan,-0.004,nan
super-game-chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1740490,-0.13,-1.0,-2.0,-2.0,1.093,nan,-0.001,nan
acute-angle-c...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
realchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1318650,0.04,-0.11,-1.71,-1.71,-0.028,nan,-0.002,nan
super-bitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11329400,0.02,-0.12,-1.9,-1.9,-0.451,nan,-0.005,nan
dignity,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,416028,0.44,3.49,6.98,6.98,0.702,nan,0.031,nan
bankera,27 Nov 2017,27 Feb 2018,92.0,100.0,5,fintech,7,150949194.0,215641706.0,0.7,0.02,20616,0,25421,0.48,N/A,-0.481,2604320,-6.25,-10.82,-21.65,-21.65,-2.2,nan,-0.086,nan
lightning-bit...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
red,N/A,N/A,N/A,N/A,3,other,3,14508923.0,14508923.0,1.0,0.0358,6376,0,N/A,N/A,N/A,4.771,6209820,-1.14,-1.98,-3.96,-3.96,-0.477,nan,-0.022,nan
molecular-future,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1007580,0.07,0.01,0.22,0.22,-0.02,nan,0.004,nan
united-bitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,311203,-0.07,-0.07,-1.05,-1.05,-0.158,nan,-0.012,nan
bezant,,11 May 2018,8.0,27.0,7,blockchain,32,27500000.0,39855072.0,0.69,0.1,5329,0,1917,N/A,N/A,1.1,1779890,-0.11,-0.88,-1.75,-1.75,-0.323,nan,-0.012,nan
maggie,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,566343,-0.08,-0.2,-3.24,-3.24,-0.018,nan,-0.0,nan
crowd-machine,01 Apr 2018,22 May 2019,416.0,-349.0,7,saas,13,30638000.0,100000000.0,0.30638,N/A,6055,0,5214,0.6,N/A,0.0,220487,-0.28,-2.2,-4.39,-4.39,0.474,nan,-0.012,nan
topchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5565320,-0.0,-0.09,-1.5,-1.5,-0.254,nan,-0.0,nan
tezos-(pre-la...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
freyrchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,609893,-0.12,-0.94,-1.89,-1.89,-0.252,nan,-0.006,nan
open-platform,N/A,N/A,N/A,N/A,1,saas,16,18000000.0,18000000.0,1.0,0.08,61447,0,N/A,N/A,N/A,1.362,2635210,-0.25,-0.43,-0.85,-0.85,-2.053,nan,-0.018,nan
influence-chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4042200,-0.48,-3.79,-7.58,-7.58,-0.014,nan,-0.028,nan
mytoken,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13270700,-0.3,-2.41,-4.83,-4.83,0.214,nan,-0.008,nan
filecoin-[fut...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
level-up-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gems,30 Jan 2018,01 Feb 2018,2.0,126.0,12,fintech,2,N/A,N/A,N/A,0.075,32582,0,19555,0.52,N/A,-0.689,4746,-0.07,0.01,0.16,0.16,-0.958,nan,0.159,nan
chatcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6851700,0.02,-0.13,-1.99,-1.99,-0.439,nan,-0.007,nan
lightchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,17679100,0.05,-0.14,-2.22,-2.22,-0.077,nan,-0.004,nan
bitcoinx,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6712600,0.05,-0.1,-1.61,-1.61,0.198,nan,0.005,nan
insurchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1084670,-0.24,-1.87,-3.73,-3.73,-0.715,nan,-0.017,nan
