coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
blocklancer,16 Jan 2018,16 Feb 2018,31.0,116.0,5,fintech,5,30000010.0,90909121.0,0.33,0.09,N/A,0,50,0.68,-0.795,34683,0.245,0.105,1.659,1.791,0.808,-3.895,0.014,-0.038
plancoin,24 Jan 2018,23 Feb 2018,30.0,109.0,12,blockchain,N/A,1700000.0,N/A,N/A,0.6,N/A,0,1920,N/A,-0.584,282642,0.023,0.185,0.37,0.596,0.44,-3.601,-0.004,-0.025
wild-crypto,05 Sep 2017,11 Sep 2017,6.0,274.0,12,other,N/A,N/A,N/A,N/A,N/A,625,0,N/A,N/A,0.0,4468,0.035,0.128,2.03,2.15,-0.274,-2.875,0.017,-0.093
elcoin,08 Jan 2018,05 Feb 2018,28.0,127.0,5,saas,3,N/A,30000000.0,N/A,N/A,686,0,4463,N/A,0.0,11,-0.119,0.165,2.619,2.638,14.362,-387.772,37.751,-0.137
mcap,27 Apr 2017,7 May 2017,10.0,401.0,1,blockchain,N/A,44287318.0,N/A,N/A,4.0,N/A,0,156,N/A,0.635,3797,-0.098,-0.14,-2.22,-1.907,0.036,-4.8,-0.003,-0.049
oceanlab,07 Aug 2017,31 Aug 2017,24.0,285.0,12,blockchain,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,29066,0.338,0.164,2.607,2.762,-0.119,18.359,0.008,0.058
suretly,11 Jul 2017,11 Aug 2017,31.0,305.0,2,fintech,7,28000001.0,N/A,N/A,30.93,N/A,0,1312,0.54,-0.578,12585,-0.123,-0.038,-0.611,-0.454,-0.022,-3.927,0.004,-0.047
bitair,17 Sep 2017,31 Oct 2017,44.0,224.0,12,other,N/A,21510000.0,N/A,N/A,0.019,N/A,0,N/A,0.4,-0.239,209739,0.138,-0.022,-0.341,-0.199,-0.207,1.334,-0.001,-0.052
crystal-clear,8 Sep 2017,8 Oct 2017,30.0,247.0,2,transportation,7,3377550.0,N/A,N/A,3.09,N/A,0,4540,N/A,-0.1,21319,-0.142,-0.025,-0.405,-0.291,-0.5,-9.735,0.018,-0.028
pluscoin,26 Sep 2017,10 Oct 2017,14.0,245.0,8,blockchain,12,9598000.0,N/A,N/A,1.49,117,0,250,0.22,-0.999,67444,-0.113,0.073,1.151,1.292,-0.681,10.1,0.047,-0.082
escroco,30 Oct 2017,28 Nov 2017,29.0,198.0,12,fintech,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,30.9,515908,0.173,0.03,0.473,0.46,-0.196,-2.346,0.015,0.019
fujinto,10 Aug 2017,10 Sep 2017,31.0,275.0,8,blockchain,4,17566200.0,29277000.0,0.6,0.07,N/A,0,956,0.24,4.452,580241,-0.345,-0.234,-3.709,-3.551,0.365,50.214,0.001,0.187
peerguess,28 Oct 2017,09 Dec 2017,42.0,187.0,12,saas,8,N/A,N/A,N/A,N/A,1055,0,2050,N/A,0.0,42120,-0.235,-0.063,-0.997,-1.014,-0.228,16.028,0.017,0.033
hedge,15 Sep 2017,15 Oct 2017,30.0,240.0,5,blockchain,11,2100000.0,15000000.0,0.14,0.67,N/A,0,3814,N/A,0.063,35573,0.162,0.13,2.065,2.168,-0.002,-52.183,0.059,-0.112
icos,15 Aug 2017,15 Sep 2017,31.0,270.0,2,blockchain,23,14600000.0,N/A,N/A,44.38,1815,0,5052,0.7,0.034,15683,0.097,0.045,0.715,0.925,-0.197,-21.451,0.001,-0.059
srcoin,1 Mar 2018,31 Mar 2018,30.0,73.0,12,insurance services,9,4000000.0,N/A,N/A,N/A,1200,0,962,0.26,0.0,132146,0.039,0.311,0.621,0.687,-1.934,11.348,-0.014,-0.027
real,31 Aug 2017,30 Sep 2017,30.0,255.0,7,real estate,6,10604571.0,33139284.0,0.32,1.38,1992,0,4541,0.52,-0.268,13785,0.004,-0.019,-0.308,-0.127,0.079,-29.945,0.014,-0.095
clearcoin,16 Nov 2017,31 Mar 2018,135.0,73.0,1,other,17,4350000.0,N/A,N/A,0.01,24816,0,N/A,0.52,0.551,93524,0.055,-0.045,-0.708,-0.49,0.464,-2.518,-0.016,-0.143
ethbits,15 Apr 2017,13 May 2017,28.0,395.0,4,saas,4,1216178.0,N/A,N/A,1.14,5995,0,5632,N/A,0.921,3027,0.061,0.248,3.939,3.941,30.611,-17.019,1.974,-0.067
darcrus,21 Dec 2016,26 Dec 2016,5.0,533.0,12,saas,3,29742.0,129313.0,0.23,0.02,1550,0,9442,N/A,0.05,6268,0.361,0.165,2.626,2.871,0.983,22.521,0.016,0.054
mercury-protocol,23 Oct 2017,23 Nov 2017,31.0,201.0,1,saas,15,4749479.0,19789496.0,0.24,0.043,745,0,5489,0.68,-0.07,42740,0.143,0.088,1.404,1.561,-0.034,-6.168,0.015,-0.091
trakinvest,8 Feb 2018,7 Mar 2018,27.0,97.0,7,fintech,14,50000000.0,N/A,N/A,N/A,38063,0,474,N/A,0.0,262810,-0.011,-0.09,-0.179,-0.092,-1.544,-45.449,-0.016,-0.077
crycash,12 Dec 2017,31 Jan 2018,50.0,132.0,5,blockchain,6,N/A,N/A,N/A,N/A,3093,0,1454,0.42,0.0,50581,0.069,0.549,1.097,1.352,0.199,2.22,-0.009,-0.031
farad,1 Oct 2017,31 Oct 2017,30.0,224.0,12,energy,10,N/A,N/A,N/A,0.13,76,0,3423,0.56,-0.395,39680,0.055,0.123,1.953,2.048,-0.119,-0.462,0.012,-0.008
neverdie,30 Jun 2017,1 Sep 2017,63.0,284.0,1,entertainment,2,5800000.0,10000000.0,0.58,0.25,18,0,1490,N/A,-0.193,43022,-0.071,-0.162,-2.571,-2.314,-0.254,-4.34,0.005,-0.064
musiconomi,27 Aug 2017,27 Sep 2017,31.0,258.0,12,other,6,N/A,N/A,N/A,0.01,N/A,0,N/A,0.46,10.468,735,0.087,0.118,1.867,1.965,-0.012,-1.49,0.02,-0.002
etheriya,21 Jun 2017,10 Aug 2017,50.0,306.0,12,saas,N/A,30000.0,35294.0,0.85,0.25,N/A,0,603,N/A,5.4,23481,0.178,0.021,0.333,0.439,1.279,-18.271,0.041,-0.06
global-jobcoin,28 Oct 2017,6 Dec 2017,39.0,188.0,6,saas,6,N/A,N/A,N/A,1.31,N/A,0,12039,N/A,-0.817,14648,0.138,0.134,2.13,2.223,0.685,19.261,0.082,0.151
newbium,1 May 2016,31 May 2016,30.0,742.0,12,saas,N/A,38180.0,636333.0,0.06,N/A,N/A,0,3303,N/A,0.0,11,0.274,0.221,3.509,3.529,-0.234,-184.839,0.089,-0.183
blockpay,23 Aug 2016,15 Sep 2016,23.0,635.0,6,saas,1,53836010.0,N/A,N/A,0.12,N/A,0,N/A,N/A,0.762,483,-0.158,-0.007,-0.108,0.065,0.457,-8.791,0.028,-0.074
regalcoin,22 Aug 2017,22 Sep 2017,31.0,263.0,12,blockchain,N/A,N/A,N/A,N/A,0.97,5444,0,9595,N/A,10.742,3808740,0.396,0.222,3.528,3.701,-0.248,4.844,-0.006,-0.042
tigercoin,25 Feb 2018,25 Mar 2018,28.0,79.0,12,fintech,N/A,N/A,N/A,N/A,N/A,504,0,N/A,0.32,0.0,0.0,-0.234,-0.129,-2.045,-1.905,-0.249,-1.676,0.046,-0.023
300-token,30 Jun 2017,6 Jul 2017,6.0,341.0,12,blockchain,N/A,16724.0,23891.0,0.7,79.76,N/A,0,877,N/A,7.334,22581,-0.156,0.032,0.508,0.634,0.528,-33.789,0.017,-0.041
ccore,9 Nov 2017,30 Nov 2017,21.0,194.0,12,fintech,10,1400000.0,N/A,N/A,0.45,2001,0,3973,0.26,1.163,15228,0.112,0.116,1.838,1.962,0.252,20.683,0.047,0.188
abjcoin,1 Sep 2017,30 Oct 2017,59.0,225.0,12,blockchain,12,N/A,1290000.0,N/A,0.5,1810,0,N/A,0.28,0.183,87523,0.089,0.225,3.576,3.6,0.4,17.715,0.105,-0.051
bankcoin,5 Nov 2016,19 Dec 2016,44.0,540.0,10,fintech,4,1000000.0,6250000.0,0.16,0.25,20,0,1917,N/A,0.998,47742,0.113,0.229,3.628,3.73,0.209,-39.794,0.065,-0.132
bolenum,15 Jul 2017,14 Aug 2017,30.0,302.0,12,blockchain,N/A,19121.0,N/A,N/A,5.98,N/A,0,54517,0.42,-0.996,13218,-0.094,0.117,1.851,1.892,1.071,-5.75,0.029,-0.066
icobid,09 Dec 2016,09 Jan 2017,31.0,519.0,12,other,N/A,N/A,N/A,N/A,0.0,N/A,0,N/A,N/A,0.0,808,0.245,0.138,2.187,2.241,0.772,-15.161,0.026,-0.098
iconic,01 Mar 2018,31 Mar 2018,30.0,73.0,12,fintech,N/A,N/A,N/A,N/A,N/A,2905,0,N/A,0.28,0.0,180,0.238,0.156,2.473,2.549,0.5,9.24,0.035,0.009
skrumble-network,05 May 2018,07 May 2018,2.0,36.0,12,fintech,25,16472800.0,16472800.0,1.0,0.0515,53923,0,2041,0.3,0.873,32789700,-0.173,-1.373,-2.747,-2.459,-0.479,-2.955,-0.032,-0.115
seele,03 Apr 2018,03 Apr 2018,0.0,70.0,12,blockchain,N/A,12133800.0,12133800.0,1.0,0.0324,13023,0,N/A,0.72,8.3,1750560,-1.316,-2.28,-4.56,-4.089,0.076,2.207,-0.017,-0.021
educoin,18 Mar 2018,25 Mar 2018,7.0,79.0,7,social services,6,N/A,N/A,N/A,N/A,372,0,7,N/A,0.0,4,0.222,0.158,2.513,2.518,-7.087,13.573,0.738,0.029
libra-credit,01 May 2018,01 Jun 2018,31.0,11.0,7,fintech,10,26400000.0,26400000.0,1.0,0.1,95135,0,N/A,0.56,1.986,4569100,-0.27,-2.144,-4.288,-3.968,-0.499,-3.434,-0.03,-0.042
bezant,,11 May 2018,8.0,32.0,7,blockchain,23,27500000.0,39855072.0,0.69,0.1,5221,0,1921,N/A,1.1,1779890,-0.106,-0.841,-1.683,-1.4,-0.711,-17.871,-0.024,-0.088
traxia,1 May 2018,2 Jun 2018,32.0,10.0,6,fintech,11,15000000.0,15151515.0,0.99,0.06,4405,0,2421,0.58,-0.075,622114,-5.023,-8.7,-17.399,-16.994,-1.1,-10.111,-0.116,-0.117
hurify,1 Feb 2018,28 Feb 2018,27.0,104.0,1,saas,6,21731500.0,N/A,N/A,N/A,67019,0,4,0.34,0.0,1393930,-3.051,-5.285,-10.57,-10.146,0.699,4.809,-0.043,-0.061
phantasma,27 May 2018,28 May 2018,1.0,15.0,12,other,8,9650000.0,9747475.0,0.99,0.23,20415,0,5781,N/A,1.476,799685,-2.21,-3.828,-7.657,-7.29,-0.024,-5.076,-0.046,-0.167
aware,04 Jan 2018,30 Jan 2018,26.0,133.0,12,fintech,N/A,N/A,N/A,N/A,0.063,595,0,N/A,0.32,0.495,1391910,-0.3,-0.186,-2.953,-2.263,-0.011,-5.0,-0.004,-0.03
cfun,18 Dec 2017,19 Dec 2017,1.0,175.0,7,saas,6,15000000.0,15000000.0,1.0,0.03,4579,0,5553,N/A,2.506,14156000,-0.17,-0.176,-2.793,-2.308,0.067,-5.615,-0.005,-0.02
exchange-union,05 Aug 2017,29 Aug 2017,24.0,287.0,12,other,4,N/A,N/A,N/A,1.0,N/A,0,N/A,0.66,1.29,304953,0.189,0.189,3.007,3.347,-0.114,2.615,0.01,0.039
bankera,27 Nov 2017,27 Feb 2018,92.0,105.0,5,fintech,7,150949194.0,215641706.0,0.7,0.02,20688,0,25572,0.48,-0.481,2604320,-3.378,-5.85,-11.701,-10.781,-1.595,-12.769,-0.079,-0.046
stockchain,16 Mar 2018,19 Mar 2018,3.0,85.0,7,other,8,2693450.0,N/A,N/A,N/A,86475,0,56093,N/A,0.0,271642,0.312,-0.034,-0.541,-0.083,-0.219,-10.846,-0.005,-0.034
key,23 Sep 2017,23 Oct 2017,30.0,232.0,12,fintech,N/A,21780000.0,N/A,N/A,0.01,N/A,0,N/A,0.34,0.063,496995,-0.176,-1.393,-2.787,-1.508,-0.122,-9.846,-0.011,-0.059
cryptaur,27 Nov 2017,12 Mar 2018,105.0,92.0,7,saas,7,12000000.0,N/A,N/A,0.01,1856,0,1742,0.36,-0.606,165405,1.097,1.901,3.801,4.525,-2.33,-26.846,-0.008,-0.061
patron,27 Mar 2018,9 May 2018,43.0,34.0,8,saas,7,40000000.0,40000000.0,1.0,0.5,14333,0,21662,0.64,-0.864,933787,0.033,0.26,0.519,0.724,-1.929,-15.538,-0.013,-0.104
salpay,28 Nov 2017,01 Jan 2018,34.0,162.0,7,other,5,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,176215,-4.049,-7.013,-14.027,-13.271,-1.575,-14.538,-0.146,-0.149
spindle,9 May 2018,15 May 2018,6.0,28.0,4,blockchain,13,N/A,N/A,N/A,0.23,29749,0,24267,0.4,-0.905,2379600,-1.159,-2.008,-4.015,-3.403,-0.517,-9.0,-0.031,-0.186
shivom,03 May 2018,10 May 2018,7.0,33.0,12,other,N/A,35000000.0,35000000.0,1.0,N/A,52780,0,N/A,0.58,0.0,318348,-5.365,-9.293,-18.585,-17.751,-0.323,-1.462,-0.106,-0.072
blockmesh,28 Feb 2018,31 Mar 2018,31.0,73.0,12,blockchain,10,3486451.0,9961289.0,0.35,0.05,5054,0,13542,0.42,-0.289,87339,-0.321,-2.548,-5.096,-4.469,-1.693,-47.615,-0.038,-0.126
pikciochain,17 Mar 2018,31 Mar 2018,14.0,73.0,6,blockchain,10,12269958.0,29926727.0,0.41,0.34,7452,0,6415,0.38,-0.103,68851,-0.523,-0.906,-1.812,-1.535,-4.308,-39.769,-0.202,-0.208
paymon,30 Mar 2018,20 Apr 2018,21.0,53.0,2,saas,14,1092514.0,3034761.0,0.36,N/A,9034,0,9321,0.32,0.0,172644,1.021,1.769,3.538,3.867,0.275,-9.923,0.053,-0.078
etherecash,15 Nov 2017,12 Dec 2017,27.0,182.0,12,fintech,3,40000000.0,100000000.0,0.4,1.0,N/A,0,1194,N/A,-0.216,248868,-0.141,-0.128,-2.028,-1.242,-0.593,-39.769,-0.008,-0.383
sphre-air,1 Jun 2017,30 Jun 2017,29.0,347.0,4,saas,4,5272732.0,N/A,N/A,0.19,N/A,0,N/A,N/A,-0.222,10531,0.17,0.129,2.048,2.69,-0.115,-3.077,0.003,-0.033
xyo-network,20 Mar 2018,21 May 2018,62.0,22.0,1,other,13,11951000.0,47804000.0,0.25,0.01,16249,0,7385,0.66,-0.398,245464,-0.081,-0.645,-1.29,-0.823,-0.873,-6.154,-0.022,-0.032
pundi-x,21 Jan 2018,21 Jan 2018,0.0,142.0,12,saas,4,35000000.0,35000000.0,1.0,2.1,23623,0,5880,0.86,-1.0,970635,-0.194,0.286,4.543,4.983,-0.457,48.385,0.039,0.555
amon,4 Mar 2018,4 Apr 2018,31.0,69.0,5,other,8,1332600.0,26652000.0,0.05,0.05,6908,0,2472,N/A,0.264,152217,-0.426,-3.383,-6.766,-6.163,-1.116,-0.769,-0.047,-0.048
blockcdn,25 Nov 2016,25 Dec 2016,30.0,534.0,12,other,1,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,31955,0.479,0.109,1.736,2.26,0.088,-5.923,0.004,-0.087
shopin,30 Mar 2018,15 Apr 2018,16.0,58.0,1,other,11,42546499.0,50054705.0,0.85,0.1,N/A,0,1665,0.22,-0.68,70971,-1.851,-3.206,-6.411,-5.843,-0.003,-15.615,-0.051,-0.151
indicoin,30 Sep 2017,1 Nov 2017,32.0,223.0,12,blockchain,10,23000.0,N/A,N/A,0.02,N/A,0,22607,0.26,0.711,60496,0.159,0.045,0.714,1.03,-0.981,-31.462,0.026,-0.152
contractnet,10 Mar 2018,20 Mar 2018,10.0,84.0,3,other,5,2661505.0,N/A,N/A,N/A,N/A,0,1230,N/A,0.0,294035,-1.287,-2.228,-4.457,-3.986,-1.07,-30.923,-0.049,-0.327
hero,14 Sep 2017,14 Oct 2017,30.0,241.0,5,entertainment,13,36416517.0,173411986.0,0.21,0.04,1956,0,4514,0.52,7.513,88370,-0.08,-0.638,-1.277,-0.879,-0.683,-0.846,-0.022,-0.042
budbo,29 Jan 2018,5 Mar 2018,35.0,99.0,7,blockchain,17,30000000.0,52631579.0,0.57,0.35,3293,0,5295,0.34,-0.666,67317,0.101,0.801,1.601,1.763,0.224,-8.154,0.017,-0.076
zengold,26 May 2017,9 Jun 2017,14.0,368.0,3,saas,2,1908960.0,3030095.0,0.63,0.03,N/A,0,N/A,N/A,10.473,13093,0.181,0.166,2.637,2.752,0.929,-1.308,0.155,-0.017
utrum,20 May 2018,20 Jun 2018,31.0,-8.0,12,other,8,N/A,5000000.0,N/A,0.12,7471,0,1334,N/A,-0.249,21504,0.14,1.112,2.224,3.554,-0.719,-33.692,-0.006,-0.167
minex,15 May 2017,13 Jun 2017,29.0,364.0,2,blockchain,11,78985.0,N/A,N/A,6.18,N/A,0,10928,N/A,-0.89,8495,0.007,0.062,0.987,1.164,0.0,-2.077,0.021,-0.044
smoke,20 Apr 2018,25 May 2018,35.0,18.0,10,telecommunications,3,25000.0,2500000.0,0.01,0.1,N/A,0,12109,N/A,-0.949,1761,0.025,0.119,1.885,1.955,0.934,-33.0,0.127,-0.071
sisa,20 Nov 2017,20 Dec 2017,30.0,174.0,12,fintech,6,N/A,N/A,N/A,0.23,714,0,2968,N/A,-0.488,32828,-0.021,0.092,1.456,1.656,-0.043,-2.154,0.027,-0.025
stex,24 Nov 2017,31 Dec 2017,37.0,163.0,5,other,3,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,3009,0.224,0.127,2.016,2.016,-2646.879,5.154,85.986,-0.135
fapcoin,15 Sep 2017,31 Oct 2017,46.0,224.0,12,entertainment,N/A,N/A,N/A,N/A,0.3,N/A,0,N/A,N/A,-0.463,32723,0.097,0.082,1.295,1.422,0.263,13.385,0.034,0.165
plexcoin,20 Sep 2017,01 Oct 2017,11.0,254.0,12,fintech,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,27979,0.035,0.073,1.161,1.339,-0.581,-2.615,0.007,-0.043
solomonexchange,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hackspacecapital,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
impakfinance,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
modum.io,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
detectortoken,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
silentnotary,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
intelligenttradingtech,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kybernetwork,31 Aug 2017,15 Sep 2017,15.0,272.0,7,blockchain,10,46000000.0,46000000.0,1.0,0.41,11207,30,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kickico,29 Aug 2017,16 Sep 2017,18.0,271.0,2,saas,16,21581925.0,21581925.0,1.0,0.08,6000,23,23,N/A,2.103,29279,-0.114,-0.126,-2.002,-2.029,0.196,-1.947,0.001,0.0
smartinvestmentfundtoken,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
trackr,16 Aug 2017,15 Sep 2017,30.0,272.0,4,blockchain,3,28879811.0,N/A,N/A,0.05,N/A,0,N/A,N/A,-0.057,12612,0.307,0.176,2.796,2.781,-0.059,0.51,0.039,0.087
facecoin,N/A,N/A,N/A,N/A,12,other,5,N/A,N/A,N/A,N/A,N/A,3,560,N/A,0.0,4779,0.207,0.119,1.893,1.885,-0.591,-33.902,0.275,0.481
icobox,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
social(scl),N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
enigmacatalyst,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ahoolee,28 Aug 2017,11 Sep 2017,14.0,276.0,2,ecommerce,8,N/A,10000000.0,N/A,0.4,N/A,6,6665,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
stuffgogo,12 Aug 2017,8 Sep 2017,27.0,279.0,1,saas,3,23975.0,N/A,0.0,0.03,57,1,4072,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
prospector,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
onegram,27 May 2017,24 Sep 2017,120.0,263.0,12,blockchain,7,N/A,N/A,0.22,41.66,N/A,3,1299,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
filecoin,10 Aug 2017,10 Sep 2017,31.0,277.0,1,saas,13,257000000.0,257000000.0,1.0,0.75,N/A,40,22551,N/A,14.333,296217,0.236,0.134,2.133,2.091,-0.162,-1.662,0.0,0.002
alpencoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hubii,N/A,N/A,N/A,N/A,12,other,2,7130256.0,50930400.0,0.14,0.33,1278,5,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
worldwideanonymousmessaging,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
indorse,8 Aug 2017,8 Sep 2017,31.0,279.0,7,saas,19,9247392.0,14915148.0,0.62,0.31,12563,0,804,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
finshicapital,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
moeda,28 Jul 2017,28 Aug 2017,31.0,290.0,10,fintech,8,N/A,N/A,N/A,1.0,2747,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
xplay,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,204,-0.176,-1.4,-2.8,-2.834,0.034,-0.573,-0.024,-0.025
corion,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,18358,0.091,0.05,0.792,0.907,-0.323,-5.279,-0.002,-0.019
paquarium,20 Jul 2017,24 Aug 2017,35.0,294.0,5,other,10,61980.0,N/A,N/A,0.1,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
monsterbyte,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
coindash,17 Jul 2017,17 Aug 2017,31.0,301.0,12,saas,9,7000000.0,N/A,N/A,0.5,2,0,549,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
district0xnetwork,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11.97,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
rootproject,10 Apr 2018,13 Apr 2018,3.0,62.0,1,blockchain,10,N/A,13000000.0,N/A,N/A,4757,0,1259,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
trueflip,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,133868,-0.088,0.02,0.323,0.432,-0.114,-0.256,0.009,-0.017
geofounders,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
primalbase,27 Jun 2017,28 Jun 2017,1.0,351.0,5,fintech,3,7600000.0,7600000.0,1.0,N/A,N/A,0,884,N/A,0.0,452,0.16,0.054,0.853,0.951,0.104,0.304,0.003,0.004
eros,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gilgam,20 Jun 2017,20 Jul 2017,30.0,329.0,5,entertainment,8,686374.0,68637400.0,0.01,0.45,588,0,2686,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
gilgam.es,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sumerchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitquence,28 Jun 2017,16 Jul 2017,18.0,333.0,1,blockchain,10,1680433.0,1680433.0,1.0,0.03,1668,0,347,N/A,102.333,8566770,-0.198,-1.574,-3.148,-2.943,-0.431,-3.533,-0.024,-0.023
pressone,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,169164,0.027,-0.143,-2.264,-2.135,1.353,11.206,0.002,0.015
orocrypt,14 Jun 2017,14 Jul 2017,30.0,335.0,10,other,4,N/A,N/A,N/A,N/A,N/A,0,5512,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fuck,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tezos,1 Jul 2017,13 Jul 2017,12.0,336.0,1,fintech,16,232000000.0,N/A,N/A,0.47,369,0,10007,N/A,2.936,459394,0.04,0.143,2.273,2.489,0.182,0.991,0.008,-0.006
