coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
virtacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,174,0.03,0.12,1.94,1.94,-5.162,nan,0.289,nan
prime-xi,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,144,0.21,0.26,4.08,4.08,-0.15,nan,0.044,nan
zurcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,24,0.17,0.13,2.09,2.09,3.01,nan,0.091,nan
newbium,1 May 2016,31 May 2016,30.0,738.0,12,saas,N/A,38180.0,636333.0,0.06,N/A,N/A,0,3301,N/A,N/A,0.0,11,0.27,0.22,3.51,3.51,-0.103,nan,0.086,nan
eternity,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1481,-0.04,0.14,2.22,2.22,-0.052,nan,0.039,nan
firecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,131,0.26,0.2,3.19,3.19,-0.633,nan,0.176,nan
tajcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9,0.15,0.08,1.27,1.27,-0.171,nan,0.03,nan
quazarcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,92887,-0.07,-0.01,-0.2,-0.2,-0.106,nan,0.014,nan
secretcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3579,0.05,0.1,1.59,1.59,0.031,nan,0.021,nan
bankcoin,5 Nov 2016,19 Dec 2016,44.0,536.0,10,fintech,2,1000000.0,6250000.0,0.16,0.25,20,0,2513,N/A,N/A,0.998,47742,0.11,0.23,3.65,3.65,0.231,nan,0.065,nan
amsterdamcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,279,-0.18,0.18,2.82,2.82,0.06,nan,0.036,nan
hempcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1556,0,N/A,N/A,N/A,0.0,19,0.26,0.16,2.58,2.58,-0.041,nan,0.027,nan
xios,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,78182,0.16,0.17,2.77,2.77,-0.204,nan,0.031,nan
boat,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
acoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,274,0,N/A,N/A,N/A,0.0,340,-0.14,0.09,1.44,1.44,0.214,nan,0.026,nan
global-tour-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,686,0.17,0.16,2.62,2.62,0.048,nan,0.043,nan
catcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,162193,-0.54,0.02,0.25,0.25,-0.122,nan,0.013,nan
ecocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,167331,-0.04,-0.2,-3.25,-3.25,-0.033,nan,0.001,nan
bitcoin-21,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,124,-0.14,0.05,0.72,0.72,0.056,nan,0.043,nan
agrolifecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,42,0.22,0.12,1.9,1.9,-0.298,nan,0.136,nan
macron,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7427,-0.12,0.15,2.33,2.33,-0.439,nan,0.202,nan
brother,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dalecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,24940,0.26,0.2,3.12,3.12,-0.321,nan,0.042,nan
postoken,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4413,0.09,0.12,1.83,1.83,0.696,nan,0.022,nan
eurocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0,0.36,0.28,4.51,4.51,0.224,nan,0.079,nan
crypto,N/A,N/A,N/A,N/A,12,other,N/A,1750000.0,3977273.0,0.44,15.31,1496,0,N/A,N/A,N/A,-1.0,0,0.3,0.25,3.9,3.9,0.083,nan,0.118,nan
debitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,6631,0,N/A,N/A,N/A,0.0,69,0.33,0.2,3.18,3.18,0.047,nan,0.096,nan
digital-rupees,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,526,0.12,0.15,2.32,2.32,0.486,nan,0.072,nan
goldpieces,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1249,-0.0,0.02,0.36,0.36,0.061,nan,0.041,nan
homeblockcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1262670,-0.02,-0.17,-2.72,-2.72,-0.493,nan,-0.016,nan
elysium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,27062,-0.15,0.05,0.77,0.77,-0.307,nan,0.057,nan
high-voltage,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,237,0.23,0.13,2.03,2.03,-0.075,nan,0.064,nan
advanced-inte...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
shadow-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2396,0.11,0.14,2.21,2.21,0.124,nan,0.039,nan
coinonat,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,341,0.2,0.17,2.71,2.71,0.044,nan,0.074,nan
honey,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,27,0.32,0.2,3.2,3.2,-0.155,nan,0.098,nan
sooncoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,123,-0.04,0.02,0.26,0.26,0.029,nan,0.048,nan
visio,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1497,0.04,0.13,2.06,2.06,-0.234,nan,0.024,nan
paycon,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,75,0.25,0.19,3.05,3.05,0.412,nan,0.091,nan
dollarcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,142,0.2,0.18,2.86,2.86,-0.133,nan,0.063,nan
compucoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,22,0.17,0.11,1.77,1.77,0.325,nan,0.111,nan
californium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4016,-0.34,0.07,1.1,1.1,-0.733,nan,0.106,nan
money,N/A,N/A,N/A,N/A,12,fintech,N/A,36174400.0,41579770.0,0.87,0.005,23334,0,N/A,N/A,N/A,-0.997,142,0.46,0.21,3.26,3.26,-0.286,nan,0.041,nan
cachecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3844,0.26,0.08,1.22,1.22,4.608,nan,0.177,nan
bitcoin-planet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,605,0.16,0.18,2.9,2.9,-0.506,nan,0.079,nan
vaperscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,106,0.27,0.31,4.85,4.85,-1.206,nan,0.621,nan
metal-music-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,38,0.4,0.17,2.73,2.73,-0.369,nan,0.08,nan
bitquark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6,-0.13,0.16,2.58,2.58,-0.049,nan,0.054,nan
guccionecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,65,0.27,0.21,3.35,3.35,-0.006,nan,0.091,nan
bipcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,20,0.15,0.19,3.08,3.08,0.081,nan,0.034,nan
gold-pressed-...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
chronos,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,24,0.26,0.18,2.88,2.88,0.927,nan,0.073,nan
benjirolls,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3,0.33,0.17,2.63,2.63,0.019,nan,0.033,nan
eryllium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,393,0.32,0.11,1.8,1.8,0.119,nan,0.02,nan
shilling,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11,0.25,0.16,2.47,2.47,-0.336,nan,0.24,nan
fuzzballs,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3,-0.11,0.09,1.38,1.38,0.08,nan,0.039,nan
useless-ether...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
slevin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,80710,0.03,0.15,2.36,2.36,-0.196,nan,0.058,nan
mindcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,211,0.06,0.01,0.12,0.12,-0.372,nan,0.031,nan
virta-unique-...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
uro,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4318,0.25,0.16,2.5,2.5,0.014,nan,0.016,nan
marijuanacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14582,0.22,0.07,1.07,1.07,-0.278,nan,0.02,nan
flaxscript,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8,0.08,0.12,1.91,1.91,0.638,nan,0.088,nan
dappster,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2771,-0.13,-0.01,-0.18,-0.18,-0.05,nan,0.025,nan
zetamicron,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7547,0.08,0.21,3.3,3.3,-0.094,nan,0.07,nan
printerium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.3,0.14,2.27,2.27,0.249,nan,0.067,nan
healthywormcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4,0.24,0.2,3.17,3.17,0.136,nan,0.084,nan
javascript-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32993,0.27,0.27,4.36,4.36,0.579,nan,0.16,nan
bnrtxcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2858,0.21,0.13,2.07,2.07,-0.157,nan,0.027,nan
veltor,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.22,0.14,2.16,2.16,0.687,nan,0.026,nan
jobscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4578,0.18,0.13,2.03,2.03,0.252,nan,0.046,nan
roofs,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,80024,0.14,0.15,2.32,2.32,-0.508,nan,0.042,nan
jewels,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4430,0.2,-0.01,-0.09,-0.09,-0.022,nan,0.012,nan
allsafe,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,20168,-0.36,-0.16,-2.56,-2.56,126.073,nan,58.844,nan
zayedcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,638,-0.15,0.1,1.62,1.62,-0.002,nan,0.024,nan
ponzicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6550,-0.13,0.0,0.08,0.08,0.382,nan,0.034,nan
arbit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,21,0,N/A,N/A,N/A,0.0,247,0.2,0.19,2.99,2.99,0.222,nan,0.065,nan
copico,16 Oct 2017,16 Nov 2017,31.0,204.0,12,blockchain,2,N/A,N/A,N/A,0.006,1275,0,N/A,0.32,N/A,2.748,107543,0.05,0.22,3.42,3.42,-0.19,nan,0.024,nan
master-swiscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,215679,-0.03,-0.18,-2.8,-2.8,-0.17,nan,0.004,nan
creatio,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,35,0.05,0.09,1.41,1.41,0.292,nan,0.037,nan
icobid,09 Dec 2016,09 Jan 2017,31.0,515.0,12,other,N/A,N/A,N/A,N/A,0.0,N/A,0,N/A,N/A,N/A,0.0,808,0.25,0.14,2.2,2.2,0.786,nan,0.026,nan
independent-m...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
letitride,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,33267,-0.1,-0.11,-1.68,-1.68,0.138,nan,0.02,nan
luna-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,268,0.26,0.14,2.15,2.15,0.179,nan,0.027,nan
playercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,28765,0.07,0.13,2.12,2.12,0.279,nan,0.025,nan
iconic,01 Mar 2018,31 Mar 2018,30.0,69.0,12,fintech,N/A,N/A,N/A,N/A,N/A,2921,0,N/A,0.28,N/A,0.0,180,0.24,0.16,2.48,2.48,0.493,nan,0.035,nan
cannation,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1040,0.19,0.21,3.36,3.36,0.094,nan,0.035,nan
milocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1151,0.16,0.16,2.58,2.58,-0.785,nan,0.13,nan
piecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,572,0.01,0.12,1.86,1.86,0.08,nan,0.043,nan
dreamcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,90712,-0.25,0.02,0.25,0.25,-0.012,nan,0.069,nan
bioscrypto,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cryptoworldx-...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tagrcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,118,-0.07,0.07,1.16,1.16,0.317,nan,0.046,nan
credence-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,107722,0.27,0.11,1.74,1.74,0.509,nan,0.063,nan
interzone,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,55845,-0.02,-0.15,-2.31,-2.31,-0.732,nan,0.075,nan
funcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,25414,0.22,0.11,1.74,1.74,-0.08,nan,0.028,nan
geertcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7335,0.19,0.1,1.62,1.62,1.097,nan,0.057,nan
litecred,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,672,-0.01,0.12,1.91,1.91,0.214,nan,0.107,nan
impulsecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1053,-0.08,0.1,1.61,1.61,-0.231,nan,0.028,nan
vectorai,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
steps,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,793,0.25,0.21,3.38,3.38,-0.401,nan,0.055,nan
rsgpcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,4653,0.18,0.13,2.04,2.04,-0.266,nan,0.03,nan
plncoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,69,0.34,0.11,1.69,1.69,-0.114,nan,0.053,nan
anarchistsprime,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,131,0.12,0.1,1.52,1.52,-7.016,nan,0.284,nan
destiny,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,796,0.46,0.19,2.95,2.95,-0.555,nan,0.035,nan
kingn-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1625,0.21,0.1,1.64,1.64,-0.129,nan,0.028,nan
posex,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2894,-0.37,-0.09,-1.49,-1.49,-0.092,nan,0.018,nan
bitvolt,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,18981,0.29,0.16,2.6,2.6,0.661,nan,0.026,nan
bowscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,68,0.26,0.14,2.17,2.17,-0.368,nan,0.068,nan
prcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32488,-0.07,0.08,1.21,1.21,0.616,nan,0.008,nan
argus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9004,0.24,0.14,2.18,2.18,1.387,nan,0.575,nan
royal-kingdom...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wild-beast-block,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,809,-0.09,0.09,1.51,1.51,0.706,nan,0.012,nan
rawcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3150,0.04,0.06,0.97,0.97,-0.114,nan,0.029,nan
cthulhu-offer...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
save-and-gain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0,0.05,0.16,2.62,2.62,-0.376,nan,0.09,nan
dollar-online,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,211,0.2,0.12,1.87,1.87,0.217,nan,0.024,nan
selfiecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,88,0.14,0.11,1.81,1.81,-0.185,nan,0.039,nan
ibank,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3039,0.12,0.04,0.66,0.66,0.327,nan,0.021,nan
artex-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,79,0.26,0.18,2.9,2.9,-0.212,nan,0.13,nan
biobar,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3937,0.3,0.17,2.67,2.67,0.152,nan,0.035,nan
crevacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2233,0.14,0.13,2.04,2.04,-0.175,nan,0.023,nan
nodecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,61,0.07,0.17,2.74,2.74,0.02,nan,0.064,nan
coimatic-2.0,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
concoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,297,0.27,0.25,4.0,4.0,-0.06,nan,0.078,nan
project-x,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
vault-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1064,0.28,0.23,3.71,3.71,0.044,nan,0.065,nan
socialcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,27,-0.01,0.14,2.2,2.2,0.005,nan,0.05,nan
ulatech,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,886914,0.17,0.12,1.9,1.9,3.689,nan,0.093,nan
magnum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2148,0.26,0.13,2.07,2.07,0.349,nan,0.4,nan
gbcgoldcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,140,0.13,0.1,1.55,1.55,0.846,nan,0.047,nan
levoplus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1851,0.17,0.12,1.85,1.85,0.036,nan,0.029,nan
tristar-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1878,0.07,0.16,2.54,2.54,-0.131,nan,0.072,nan
ebittree-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,25277,0.08,0.11,1.76,1.76,-2.091,nan,0.137,nan
ck-usd,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
atmcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1523,-0.06,0.19,3.05,3.05,0.091,nan,0.008,nan
