,coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc
349,nitro,30-Nov-17,26-Dec-17,26,164,3,4,11.0,2694156.0,53883120.0,0.05,0.97,15986.0,1.0,3835.0,0.84,0.5770000000000001,131540.0,0.07,0.07,1.18,1.18,-0.371,,0.027000000000000003
350,soma,27-Sep-17,14-Nov-17,48,206,5,8,11.0,6049621.0,40330807.0,0.15,0.74,4946.0,2.0,5119.0,0.54,-0.6859999999999999,6114.0,0.39,0.15,2.37,2.37,-0.24100000000000002,,0.024
351,wandx,27-Oct-17,21-Nov-17,25,199,7,7,6.0,86654.0,11582610.615360258,,0.09,2364.0,1.0,6447.0,0.34,4.727,90663.0,0.3,0.04,0.6,0.6,0.32799999999999996,,0.011000000000000001
352,boutspro,11-Mar-18,25-Mar-18,14,75,4,0,32.0,13881450.0,34566584.30097836,,0.9121706080373091,12554.0,1.0,9955.0,0.4587431997303549,0.0,100240.0,0.04,0.3,0.6,0.6,-0.29100000000000004,,-0.003
353,crycash,12-Dec-17,31-Jan-18,50,128,5,0,6.0,13881450.0,34566584.30097836,,0.9121706080373091,3106.0,3.0,1457.0,0.42,0.0,50581.0,0.07,0.57,1.14,1.14,0.147,,-0.006
354,tigereum,08-Dec-17,18-Dec-17,10,172,4,4,15.0,13881450.0,12000000.0,,0.8,7348.945986307265,2.0,3710.0,0.4587431997303549,-0.8190000000000001,195263.0,0.29,0.14,2.27,2.27,-0.128,,0.021
355,bitjob,12-Sep-17,13-Oct-17,31,238,12,4,26.0,2726424.0,11854017.0,0.23,0.39,2189.0,1.0,6903.0,0.62,-0.733,67138.0,-0.15,0.14,2.26,2.23,-0.182,0.27399999999999997,0.013000000000000001
356,wild-crypto,05-Sep-17,11-Sep-17,6,270,12,7,11.78575519762246,13881450.0,34566584.30097836,,0.9121706080373091,617.0,1.3894606962523557,15791.638211498579,0.4587431997303549,0.0,4468.0,0.03,0.13,2.08,2.08,-0.285,,0.019
357,earth-token,15-Dec-17,15-Mar-18,90,85,11,4,11.0,20000000.0,34566584.30097836,,0.16,12909.0,2.2946645354714295,20485.0,0.22,-0.6990000000000001,509033.0,-0.36,-2.82,-5.64,-5.64,-0.271,,-0.042
358,plancoin,24-Jan-18,23-Feb-18,30,105,12,0,12.100648412515675,1700000.0,13277541.051701112,,0.6,5395.366926923923,1.0,1918.0,0.43663006961152584,-0.584,282642.0,0.03,0.21,0.41,0.41,0.727,,0.0
359,blocklancer,16-Jan-18,16-Feb-18,31,112,5,2,5.0,30000010.0,90909121.0,0.33,0.09,16916.23900268034,1.0,50.0,0.68,-0.795,34683.0,0.24,0.1,1.62,1.62,0.902,,0.016
360,fundyourselfnow,13-Jun-17,31-Jul-17,48,312,12,7,9.0,13881450.0,34566584.30097836,,0.9121706080373091,5173.0,0.0,15791.638211498579,0.4587431997303549,0.0,27307.0,0.24,0.14,2.2,2.2,0.16899999999999998,,0.017
361,mcap,27-Apr-17,07-May-17,10,397,1,0,14.880105980735289,44287318.0,45931858.05932918,,4.0,18986.10291817741,1.0,155.0,0.5862628342769004,0.635,3797.0,-0.1,-0.14,-2.3,-2.3,0.035,,-0.003
362,oceanlab,07-Aug-17,31-Aug-17,24,281,12,0,11.78575519762246,13881450.0,34566584.30097836,,0.9121706080373091,7348.945986307265,0.0,15791.638211498579,0.4587431997303549,0.0,29066.0,0.34,0.17,2.64,2.64,-0.14300000000000002,,0.008
363,monster-byte,06-Jul-17,04-Aug-17,29,308,10,1,2.0,10000002.0,10000002.0,1.0,0.11,7348.945986307265,2.0,2220.0,0.44,-0.271,16860.0,0.13,0.13,2.1,2.1,0.44299999999999995,,0.026000000000000002
364,suretly,11-Jul-17,11-Aug-17,31,301,2,2,6.0,28000001.0,42227032.326398775,,30.93,16916.23900268034,1.0,1304.0,0.54,-0.578,12585.0,-0.12,-0.04,-0.67,-0.67,-0.024,,0.005
365,bitair,17-Sep-17,31-Oct-17,44,220,12,7,14.391287313971588,21510000.0,34566584.30097836,,0.019,14851.802682820096,1.0,15078.901689143211,0.4,-0.239,209739.0,0.14,-0.02,-0.32,-0.32,-0.222,,0.001
366,pluscoin,26-Sep-17,10-Oct-17,14,241,8,0,13.0,9598000.0,18035526.83829695,,1.49,116.0,7.0,251.0,0.22,-0.9990000000000001,67444.0,-0.11,0.08,1.23,1.23,-0.7290000000000001,,0.051
367,crystal-clear,08-Sep-17,08-Oct-17,30,243,2,6,7.0,3377550.0,16433424.706358928,,3.09,7769.65093136221,1.0,4541.0,0.5039115044430998,-0.1,21319.0,-0.14,-0.02,-0.39,-0.39,-0.499,,0.018000000000000002
368,escroco,30-Oct-17,28-Nov-17,29,192,12,2,11.78575519762246,13881450.0,34566584.30097836,,0.1,7348.945986307265,1.0,15791.638211498579,0.22,30.9,515908.0,0.18,0.03,0.49,0.44,-0.12300000000000001,6.461,0.016
369,fujinto,10-Aug-17,10-Sep-17,31,271,8,0,4.0,17566200.0,29277000.0,0.6,0.07,14851.802682820096,1.0,961.0,0.24,4.452,580241.0,-0.34,-0.24,-3.74,-3.74,0.32299999999999995,,-0.001
370,peerguess,28-Oct-17,09-Dec-17,42,181,12,4,13.0,13881450.0,34566584.30097836,,0.9121706080373091,1063.0,0.0,2054.0,0.4587431997303549,0.0,42120.0,-0.24,-0.06,-1.02,-1.07,-0.264,19.131,0.02
371,bolenum,15-Jul-17,14-Aug-17,30,298,12,0,7.455672494172494,19121.0,11582610.615360258,,5.98,5395.366926923923,3.0,54535.0,0.42,-0.996,13218.0,-0.1,0.12,1.85,1.85,1.081,,0.03
372,srcoin,01-Mar-18,31-Mar-18,30,69,12,3,11.0,4000000.0,16433424.706358928,,0.8279986571179905,1211.0,1.0,970.0,0.26,0.0,132146.0,0.04,0.31,0.63,0.63,1.4780000000000002,,0.006999999999999999
373,leverj,07-Nov-17,07-Dec-17,30,183,12,4,6.0,13049080.0,50188769.0,0.26,0.15,3610.0,1.0,5154.0,0.6,0.8170000000000001,47085.0,-0.14,-0.14,-2.28,-2.28,-0.011000000000000001,,-0.002
374,ecobit,09-Apr-17,15-Jun-17,67,358,12,7,11.78575519762246,13881450.0,34566584.30097836,,0.03,289.0,2.0,1133.0,0.4587431997303549,0.078,41297.0,-0.03,0.0,0.0,0.0,-0.145,,0.008
375,hedge,15-Sep-17,15-Oct-17,30,236,5,0,9.0,2100000.0,15000000.0,0.14,0.67,6757.4850936346975,3.0,3820.0,0.5039115044430998,0.063,35573.0,0.16,0.13,2.06,2.06,-0.209,,0.057
376,apx,01-May-17,21-May-17,20,383,12,0,12.100648412515675,2749185.0,2749185.0,1.0,0.6,7769.65093136221,1.0,5294.0,0.5039115044430998,4.2669999999999995,714525.0,0.21,0.07,1.18,1.18,-0.098,,0.008
377,blockpool,01-May-17,30-Jun-17,60,343,12,7,10.0,13881450.0,34566584.30097836,,0.9121706080373091,7348.945986307265,1.0,15791.638211498579,0.4587431997303549,0.0,39542.0,-0.11,0.18,2.93,2.93,-0.023,,0.011000000000000001
378,clearcoin,16-Nov-17,31-Mar-18,135,69,1,7,17.0,4350000.0,16433424.706358928,,0.01,24996.0,3.0,12006.770707423431,0.52,0.551,93524.0,0.07,-0.04,-0.6,-0.6,0.413,,-0.01
379,darcrus,21-Dec-16,26-Dec-16,5,529,12,4,1.0,29742.0,129313.0,0.23,0.02,1543.0,1.0,9458.0,0.40649005597826066,0.05,6268.0,0.36,0.17,2.66,2.66,0.972,,0.015
380,flypme,19-Sep-17,26-Sep-17,7,262,5,7,1.0,1610000.0,11582610.615360258,,0.07,22.0,1.0,11644.179146630078,0.38,1.578,15603.0,0.1,0.21,3.3,3.3,-0.539,,0.021
381,neverdie,30-Jun-17,01-Sep-17,63,280,1,1,2.0,5800000.0,10000000.0,0.58,0.25,15.0,6.0,1491.0,0.4921636783561435,-0.193,43022.0,-0.08,-0.16,-2.59,-2.59,-0.257,,0.006
382,qvolta,10-Oct-17,20-Oct-17,10,231,7,0,4.0,729652.0,4560325.0,0.16,0.3,1594.0,1.0,1.0,0.40649005597826066,0.064,40141.0,0.06,0.14,2.28,2.28,0.109,,0.017
383,centra,03-Aug-17,02-Oct-17,60,249,1,2,19.0,26100000.0,26100000.0,1.0,0.73,1190.0,5.0,48.0,0.56,-0.527,2484.0,0.24,0.14,2.22,2.22,-0.409,,0.044000000000000004
384,farad,01-Oct-17,31-Oct-17,30,220,12,10,11.0,13881450.0,34566584.30097836,,0.13,76.0,1.0,3433.0,0.56,-0.395,39680.0,0.05,0.12,1.95,1.95,-0.121,,0.012
385,musiconomi,27-Aug-17,27-Sep-17,31,254,12,7,6.0,13881450.0,34566584.30097836,,0.01,7348.945986307265,1.0,15791.638211498579,0.46,10.468,735.0,0.09,0.12,1.87,1.87,-0.006999999999999999,,0.021
386,etheriya,21-Jun-17,10-Aug-17,50,302,12,4,7.02733916083916,30000.0,35294.0,0.85,0.25,5395.366926923923,2.0,605.0,0.40649005597826066,5.4,23481.0,0.18,0.02,0.34,0.34,1.31,,0.042
387,global-jobcoin,28-Oct-17,06-Dec-17,39,184,6,4,4.0,13881450.0,34566584.30097836,,1.31,7348.945986307265,2.0,12062.0,0.4587431997303549,-0.8170000000000001,14648.0,0.14,0.13,2.13,2.13,-0.065,,0.081
388,bitpark-coin,15-Sep-16,20-Oct-16,35,596,8,2,1.0,29195.0,11582610.615360258,,0.1,5395.366926923923,0.0,1119.0,0.40649005597826066,-0.8170000000000001,103.0,-0.02,0.08,1.2,1.2,0.494,,0.022000000000000002
389,elcoin,08-Jan-18,05-Feb-18,28,123,5,4,18.0,13881450.0,30000000.0,,0.9121706080373091,692.0,1.0,4490.0,0.4587431997303549,0.0,11.0,-0.12,0.16,2.61,2.61,-2.859,,37.733000000000004
390,blockpay,23-Aug-16,15-Sep-16,23,631,6,4,1.0,53836010.0,45931858.05932918,,0.12,18986.10291817741,2.0,24188.36461509275,0.6818056323781315,0.762,483.0,-0.17,-0.01,-0.13,-0.13,0.456,,0.027999999999999997
391,regalcoin,22-Aug-17,22-Sep-17,31,259,12,0,11.78575519762246,13881450.0,34566584.30097836,,0.97,5479.0,1.0,9621.0,0.4587431997303549,10.742,3808740.0,0.4,0.22,3.52,3.52,-0.259,,-0.006
392,tigercoin,25-Feb-18,25-Mar-18,28,75,12,2,11.78575519762246,13881450.0,34566584.30097836,,0.9121706080373091,507.0,0.0,15791.638211498579,0.32,0.0,0.0,-0.24,-0.13,-2.12,-2.12,-0.252,,0.046
393,ccore,09-Nov-17,30-Nov-17,21,190,12,2,8.0,1400000.0,11582610.615360258,,0.45,2017.0,1.0,3990.0,0.26,1.163,15228.0,0.11,0.12,1.84,1.84,0.247,,0.049
394,abjcoin,01-Sep-17,30-Oct-17,59,221,12,0,10.0,13881450.0,1290000.0,,0.5,1806.0,1.0,15791.638211498579,0.28,0.183,87523.0,0.09,0.23,3.57,3.57,0.35100000000000003,,0.109
395,300-token,30-Jun-17,06-Jul-17,6,337,12,0,7.455672494172494,16724.0,23891.0,0.7,79.76,5395.366926923923,1.0,859.0,0.40649005597826066,7.334,22581.0,-0.15,0.03,0.48,0.48,0.569,,0.016
396,newbium,01-May-16,31-May-16,30,738,12,4,7.02733916083916,38180.0,636333.0,0.06,0.8279986571179905,5395.366926923923,1.0,3301.0,0.40649005597826066,0.0,11.0,0.27,0.22,3.51,3.51,-0.10300000000000001,,0.086
397,bankcoin,05-Nov-16,19-Dec-16,44,536,10,2,2.0,1000000.0,6250000.0,0.16,0.25,20.0,1.0,2513.0,0.40649005597826066,0.998,47742.0,0.11,0.23,3.65,3.65,0.231,,0.065
398,copico,16-Oct-17,16-Nov-17,31,204,12,0,2.0,13881450.0,34566584.30097836,,0.006,1275.0,1.0,15791.638211498579,0.32,2.748,107543.0,0.05,0.22,3.42,3.42,-0.19,,0.024
399,icobid,09-Dec-16,09-Jan-17,31,515,12,7,11.78575519762246,13881450.0,34566584.30097836,,0.0,7348.945986307265,0.0,15791.638211498579,0.4587431997303549,0.0,808.0,0.25,0.14,2.2,2.2,0.7859999999999999,,0.026000000000000002
400,iconic,01-Mar-18,31-Mar-18,30,69,12,2,11.78575519762246,13881450.0,34566584.30097836,,0.9121706080373091,2921.0,1.0,15791.638211498579,0.28,0.0,180.0,0.24,0.16,2.48,2.48,0.493,,0.035
401,pundi-x,21-Jan-18,21-Jan-18,0,138,12,4,4.0,35000000.0,35000000.0,1.0,2.1,23252.0,2.6234959044635793,5667.0,0.86,-1.0,970635.0,-0.19,0.29,4.53,4.53,-0.6709999999999999,,0.035
402,libra-credit,01-May-18,01-Jun-18,31,7,7,2,10.0,26400000.0,26400000.0,1.0,0.1,96679.0,3.812862020811012,22674.385104696234,0.56,1.986,4569100.0,-0.92,-1.59,-3.17,-3.17,-0.6509999999999999,,-0.023
403,apis,04-Mar-18,03-Apr-18,30,66,7,0,21.0,13881450.0,34566584.30097836,,0.9121706080373091,7348.945986307265,0.0,15791.638211498579,0.2,0.0,4766240.0,1.4,2.42,4.84,4.84,-6.233,,0.086
404,skrumble-network,05-May-18,07-May-18,2,32,12,2,31.0,16472800.0,16472800.0,1.0,0.0515,54490.0,2.2297417985057035,2028.0,0.3,0.873,32789700.0,-0.17,-1.35,-2.69,-2.69,-0.867,,-0.017
405,educoin,18-Mar-18,25-Mar-18,7,75,7,11,4.0,13881450.0,34566584.30097836,,0.9121706080373091,372.0,1.0,7.0,0.4587431997303549,0.0,4.0,0.22,0.16,2.51,2.51,49.38,,0.759
406,the-abyss,18-Apr-18,16-May-18,28,23,5,4,12.0,15362418.0,18073433.0,0.85,0.11,40746.0,2.2297417985057035,17273.0,0.74,-0.33899999999999997,1355170.0,inf,inf,inf,inf,,,
407,bezant,,11-May-18,8,28,7,0,32.0,27500000.0,39855072.0,0.69,0.1,5317.0,3.812862020811012,1920.0,0.5749858098677566,1.1,1779890.0,-0.11,-0.88,-1.75,-1.75,-0.332,,-0.013000000000000001
408,phantasma,27-May-18,28-May-18,1,11,12,7,13.0,9650000.0,9747475.0,0.99,0.23,20824.0,2.317412370806332,5534.0,0.4921636783561435,1.476,799685.0,0.25,0.43,0.87,0.87,-1.671,,0.01
409,crowd-machine,01-Apr-18,22-May-19,416,-348,7,4,13.0,31816000.0,100000000.0,0.31816,0.8604840901386183,6059.0,2.912721573023506,5214.0,0.62,0.0,220487.0,-0.28,-2.2,-4.39,-4.39,0.45,,-0.016
410,bankera,27-Nov-17,27-Feb-18,92,101,5,2,7.0,150949194.0,215641706.0,0.7,0.02,20634.0,2.579129099672752,25468.0,0.48,-0.48100000000000004,2604320.0,-8.06,-13.97,-27.94,-27.94,-2.211,,-0.087
411,hurify,01-Feb-18,28-Feb-18,27,100,1,4,6.0,21731500.0,34566584.30097836,,0.8604840901386183,67323.0,2.2946645354714295,4.0,0.34,0.0,1393930.0,inf,inf,inf,inf,,,
412,aware,04-Jan-18,30-Jan-18,26,129,12,2,11.78575519762246,13881450.0,34566584.30097836,,0.063,594.0,1.0,15791.638211498579,0.32,0.495,1391910.0,-0.31,-0.19,-2.96,-2.96,-0.013000000000000001,,-0.003
413,cfun,18-Dec-17,19-Dec-17,1,171,7,4,9.0,15000000.0,15000000.0,1.0,0.03,4563.0,1.0,5561.0,0.5124599738064687,2.506,14156000.0,-0.17,-0.18,-2.79,-2.79,0.077,,-0.005
414,paymon,30-Mar-18,20-Apr-18,21,49,2,4,20.0,1092514.0,3034761.0,0.36,0.8279986571179905,8866.0,2.317412370806332,9281.0,0.32,0.0,172644.0,inf,inf,inf,inf,,,
415,gems,30-Jan-18,01-Feb-18,2,127,12,2,2.0,13881450.0,34566584.30097836,,0.075,32534.0,2.0,19517.0,0.52,-0.6890000000000001,4746.0,-0.07,0.01,0.16,0.16,0.755,,0.152
416,silent-notary,15-Mar-18,12-Apr-18,28,57,2,0,4.0,13881450.0,34566584.30097836,,0.0,30703.0,0.0,6890.0,0.32,0.0,339139.0,1.6,2.77,5.53,5.53,-1.7819999999999998,,0.086
417,shivom,03-May-18,10-May-18,7,29,12,7,14.19262060061833,35000000.0,35000000.0,1.0,0.8604840901386183,53141.0,2.6234959044635793,24188.36461509275,0.58,0.0,318348.0,inf,inf,inf,inf,,,
418,traxia,01-May-18,02-Jun-18,32,6,6,2,11.0,15000000.0,15151515.0,0.99,0.06,4348.0,1.3894606962523557,2387.0,0.58,0.0,,,,,,,,
419,exchange-union,05-Aug-17,29-Aug-17,24,283,12,7,4.0,13881450.0,34566584.30097836,,1.0,7348.945986307265,1.3894606962523557,15791.638211498579,0.66,1.29,304953.0,0.19,0.19,3.0,3.0,-0.115,,0.01
420,seele,03-Apr-18,03-Apr-18,0,66,12,0,11.78575519762246,12133800.0,12133800.0,1.0,0.0324,28828.0,2.249808359844698,15791.638211498579,0.72,8.3,1750560.0,-0.93,-1.61,-3.21,-3.21,-1.214,,-0.011000000000000001
421,patron,27-Mar-18,09-May-18,43,30,8,4,26.0,40000000.0,40000000.0,1.0,0.5,14432.0,0.0,21696.0,0.64,-0.8640000000000001,933787.0,0.25,0.44,0.88,0.88,-2.803,,0.005
422,key,23-Sep-17,23-Oct-17,30,228,12,2,14.814468785436812,21780000.0,34566584.30097836,,0.01,16916.23900268034,2.0,15078.901689143211,0.34,0.063,496995.0,-0.18,-1.41,-2.81,-2.81,0.201,,-0.006999999999999999
423,stockchain,16-Mar-18,19-Mar-18,3,81,7,7,18.0,2693450.0,15412846.790607298,,0.8279986571179905,87034.0,1.0,55912.0,0.5039115044430998,0.0,271642.0,0.31,-0.03,-0.52,-0.52,-0.165,,-0.003
424,spindle,09-May-18,15-May-18,6,24,4,0,12.0,13881450.0,34566584.30097836,,0.23,30067.0,1.3894606962523557,24303.0,0.4,-0.905,2379600.0,-0.3,-0.52,-1.05,-1.05,-2.151,,0.0
425,cryptaur,27-Nov-17,12-Mar-18,105,88,7,4,12.0,12000000.0,34566584.30097836,,0.01,1846.0,2.249808359844698,1739.0,0.36,-0.606,165405.0,9.66,16.74,33.48,33.48,-1.0,,0.04
426,xyo-network,20-Mar-18,21-May-18,62,18,1,7,25.0,11951000.0,47804000.0,0.25,0.01,16354.0,0.0,7370.0,0.66,-0.39799999999999996,245464.0,-0.6,-1.04,-2.09,-2.09,-1.145,,-0.027999999999999997
427,indicoin,30-Sep-17,01-Nov-17,32,219,12,0,9.0,23000.0,11582610.615360258,,0.02,5395.366926923923,1.0,22540.0,0.26,0.711,60496.0,0.16,0.05,0.73,0.73,-0.932,,0.027000000000000003
428,sphre-air,01-Jun-17,30-Jun-17,29,343,4,4,4.0,5272732.0,16433424.706358928,,0.19,7348.945986307265,1.0,12006.770707423431,0.4921636783561435,-0.222,10531.0,0.17,0.13,2.1,2.1,-0.11900000000000001,,0.004
429,amon,04-Mar-18,04-Apr-18,31,65,5,7,8.0,1332600.0,26652000.0,0.05,0.05,6966.0,2.0,2483.0,0.40649005597826066,0.264,152217.0,-0.43,-3.39,-6.78,-6.78,-1.555,,-0.049
430,shopin,30-Mar-18,15-Apr-18,16,54,1,7,11.0,42546499.0,50054705.0,0.85,0.1,18986.10291817741,3.039308979752699,1657.0,0.22,-0.68,70971.0,-0.67,-1.16,-2.31,-2.31,5.357,,-0.015
431,etherecash,15-Nov-17,12-Dec-17,27,178,12,2,8.0,40000000.0,100000000.0,0.4,1.0,18986.10291817741,10.0,1186.0,0.5749858098677566,-0.21600000000000003,248868.0,-0.15,-0.12,-1.95,-1.95,-0.545,,0.0
432,blockcdn,25-Nov-16,25-Dec-16,30,530,12,7,1.0,13881450.0,34566584.30097836,,0.9121706080373091,7348.945986307265,1.0,15791.638211498579,0.4587431997303549,0.0,31955.0,0.47,0.11,1.7,1.7,0.08800000000000001,,0.006
433,budbo,29-Jan-18,05-Mar-18,35,95,7,0,33.0,30000000.0,52631579.0,0.57,0.35,3304.0,3.0,5289.0,0.34,-0.6659999999999999,67317.0,0.1,0.81,1.63,1.63,0.244,,0.025
434,hero,14-Sep-17,14-Oct-17,30,237,5,1,13.0,36416517.0,173411986.0,0.21,0.04,1960.0,0.0,4525.0,0.52,7.513,88370.0,-0.18,-0.32,-0.64,-0.64,-1.351,,-0.016
435,blockmesh,28-Feb-18,31-Mar-18,31,69,12,0,13.0,3486451.0,9961289.0,0.35,0.05,5080.0,0.0,13321.0,0.42,-0.289,87339.0,-1.1,-1.9,-3.8,-3.8,0.727,,-0.025
436,contractnet,10-Mar-18,20-Mar-18,10,80,3,7,10.0,2661505.0,15412846.790607298,,0.8279986571179905,7769.65093136221,2.317412370806332,1225.0,0.5039115044430998,0.0,294035.0,-0.52,-0.9,-1.8,-1.8,-0.32899999999999996,,-0.015
437,sisa,20-Nov-17,20-Dec-17,30,170,12,2,5.0,13881450.0,34566584.30097836,,0.23,719.0,1.0,2978.0,0.4587431997303549,-0.488,32828.0,-0.02,0.09,1.49,1.49,-0.047,,0.028999999999999998
438,zengold,26-May-17,09-Jun-17,14,364,3,4,12.100648412515675,1908960.0,3030095.0,0.63,0.03,5395.366926923923,1.0,11644.179146630078,0.4554367842398232,10.472999999999999,13093.0,0.18,0.17,2.64,2.64,0.919,,0.157
439,utrum,20-May-18,20-Jun-18,31,-12,12,7,7.0,13881450.0,5000000.0,,0.12,7410.0,1.0,1333.0,0.4587431997303549,-0.249,21504.0,0.13,1.04,2.09,2.09,0.187,,0.006999999999999999
440,minex,15-May-17,13-Jun-17,29,360,2,0,9.0,78985.0,11582610.615360258,,6.18,5395.366926923923,1.0,10929.0,0.40649005597826066,-0.89,8495.0,0.01,0.06,1.02,1.02,-0.008,,0.022000000000000002
441,plexcoin,20-Sep-17,01-Oct-17,11,250,12,2,11.78575519762246,13881450.0,34566584.30097836,,0.9121706080373091,7348.945986307265,0.0,15791.638211498579,0.4587431997303549,0.0,27979.0,0.04,0.07,1.16,1.16,-0.598,,0.01
442,anryze,12-Sep-17,12-Oct-17,30,239,2,0,13.0,1759099.0,6065859.0,0.29,0.02,1019.0,1.0,11644.179146630078,0.5,0.29100000000000004,670261.0,0.23,0.14,2.27,2.27,-0.006,,0.016
443,smoke,20-Apr-18,25-May-18,35,14,10,5,6.0,25000.0,2500000.0,0.01,0.1,5395.366926923923,1.0,12159.0,0.40649005597826066,-0.9490000000000001,1761.0,0.03,0.12,1.88,1.88,0.97,,0.131
444,stex,24-Nov-17,31-Dec-17,37,159,5,7,5.0,13881450.0,34566584.30097836,,0.9121706080373091,7348.945986307265,0.0,15791.638211498579,0.4587431997303549,0.0,3009.0,0.22,0.13,2.02,2.02,-2683.2729999999997,,88.039
445,fapcoin,15-Sep-17,31-Oct-17,46,220,12,1,11.78575519762246,13881450.0,34566584.30097836,,0.3,7348.945986307265,1.0,15791.638211498579,0.4587431997303549,-0.46299999999999997,32723.0,0.1,0.08,1.3,1.3,0.255,,0.036000000000000004
446,ox-fina,01-Jul-17,31-Jul-17,30,312,10,0,11.78575519762246,13881450.0,34566584.30097836,,0.07,7348.945986307265,1.0,867.0,0.4587431997303549,-0.505,14630.0,0.2,0.09,1.39,1.39,0.614,,0.044000000000000004
