name,coin,web
enjoylife,enjl,enjoy-life
nitro,nox,nitro
eco-nan,enan,econan
interestcoin(inc),inc,interestcoin
truedonate,tdn,truedonate
freedomstreaming,fdm,freedom-streaming
shareestate,sre,share-estate-sre
btcgreen,btcg,btc-green
emuproject,emu,emu-project
theadvertisingcurrency,tac,the-advertising-currency
hade,hade,hade-token-sale
blockchaintradingfund,btf,blockchain-trading-fund
parkapp,car,parkapp
wcx,wcxt,wcx
crom,crom,crom
thepraetoriangroup,pax,the-praetorian-group-pax
wala,dala,wala-dala
cryptexnetwork,None,cryptexnetwork-xet
kyc.legal,kyc,kyc-legal
smartmesh,smt,smartmesh
zangll,zngl,zangll-zngl
healthmonitor(hlc),hlc,health-monitor-hlc
bananacoin,bco,bananacoin
bbncoin,bnn,bbncoin
commerceblock,cbt,commerceblock-cbt
bpcplatform,cpm,bpc-platform-cpm
latium,latx,latium
aelf,elf,fuda
sola(sol),sol,sola-sol
coinloan,clt,coin-loan-clt
storiqa,stq,storiqa
salpay,sal,salpay-sal
prosume,pef,prosume-pef
beeqb,beeqb,beeqb-beeqb
hoqu,hqx,hoqu
linkercoin(lnc),lnc,linker-coin-lnc
fitvitalik,fvit,fitvitalik-fvit
hdac,dac,hdac-dac
roboadvisorcoin(rac),rac,robo-advisor-coin-rac
aion,aion,aion-aion
canya,canya,canya-canya
iota,iota,iota
bitrent,rntb,bitrent
sportyco,spf,sportyco-spf
crowdwiz,wiz,crowdwiz-wiz
descrow,des,descrow-des
robomednetwork(rbm),rbm,robomed-network-rbm
mobiusnetwork,mobi,mobius-network-mobi
telexai,tlx,telex-ai
cointed,ctd,cointed-ctd
ethersports,esc,ether-sports
cybermiles,cmt,cybermiles-cmt
swissborg,chsb,swissborg
dropdeck,ddd,dropdeck-ddd
injii,iac,injii-iac
viuly,viu,viuly-viu
mirocana,miro,mirocana-miro
spectre,spectre,spectre-spectre
ripio,rcn,ripio-
reftoken,ref,reftoken-ref
clearcoin,xclr,clearcoin
misscoin,misc,misscoin
earthtoken,earth,earth-token-earth
clout,clout,clout-clout
ilcoin(ilc),ilc,ilcoin-ilc
charg,charg,charg
blockstack,stx,blockstack-
aphelion,aph,aphelion-aph
publiqtoken,pbq,publiq-token-pbq
eroscoin,ero,eroscoin-ero
worldwideassetexchange,wax,worldwide-asset-exchange-wax
celestial,cel,celestial
trivenews,trv,trive-news-trv
milkcoin,mlcn,milkcoin
goalbonanza,goal,goal-bonanza-goal
guts,get,guts-get
pulsar,pvc,pulsar-pvc
dronedanceshow,None,706
adpump,adp,adpump
presscoin,news,presscoin-
xzenwallet,xzn,xzen-wallet-xzn
steepcoin,steep,steepcoin-steep
valoremfoundation,vlr,valorem-foundation
cryptocopy,copy,cryptocopy-copy
jbox,jbx,jbox-jbx
ccore,cco,ccore-cco
fiinu,fnu,fiinu-fnu
leverj,lev,leverj-lev
bank4yougroup,bfy,bank4you-group-bfy
spinbackup,spin,spinbackup-spin
sintez,sint,sintez-sint
lordmancerii,lc,lordmancer-ii-lc
fidentiax,fdx,fidentiax-fdx
cashaa,cas,cashaa-cas
liquid,qash,liquid-qash
connectius,cnt,connectius-cnt
changechain,cgc,change-chain-cgc
vezt,vzt,vezt-vzt
jazemcoin,jcp,jazem-coin-jcp
aoecoin,aoe,aoeocoin
kubera,kbr,kubera-kbr
bonpay,bon,bonpay-bon
snovian.space,snov,snovio-snov
algo.land,algo,algoland-algo
smschain,smsto,smschain-smsto
tokenfunder,fndr,tokenfunder-fndr
game.com,gtc,gamecom-gtc
escroco,esc,escroco-esc
darfchain,darf,darfchain-darf
academycoin(ac3),ac3,academycoin-ac3
power,power,power-power
artcoinfund,acf,art-coin-fund-acf
truebit,tm,truebit-tm
peerity,peer,peerity-peer
viso,vito,viso-vito
richcoin,richx,rich-coin-richx
payfair,pfr,payfair-pfr
proofsuite,prft,proof-suite-prft
cryptaur,cpt,cryptaur-cpt
rockchain,rok,rockchain-rok
xwin,xwin,crypto-ibet
locktrip,lock,locktrip-lock
smartone,lgl,smartone-lgl
exxor,exx,exxor-exx
arbi,arbi,arbi-arbi
peerguess,guess,peerguess-guess
lamden,tau,lamden
globaljobcoin,gjc,global-jobcoin-gjc
stex,ste,stex-ste
datum,dat,datum-dat
speedminingservice,sms,speed-mining-service-sms
smartlands,slt,smartlands-slt
cashpokerpro,cash,cash-poker-pro-cash
buron,None,578
sinergiablockchain,sng,sinergia-blockchain-sng
mywish,wish,mywill
relakes,vpc,relakes-vpc
flixxo,flixx,flixxo-flixx
wireline,wrl,wireline-wrl
coindrive,cdr,coindrive-cdr
proxycard,prxy,proxy-card-prxy
stash,stp,stash-stp
startima,stat,startima-stat
saav,saav,saav-saav
battletitans,btt,battletitans-btt
cypher,cyr,cypher-cyr
swarm.fund,swm,swarmfund-swm
blockbid,bid,blockbid-bid
vuepay,vup,vuepay-vup
ethlottery,ethd,ethlottery-ethd
multibot,mbt,multibot
acumen,amt,acumen-amt
raidennetwork,rdn,raiden-network-rdn
skrilla,skr,skrilla-skr
wandx,wand,wandx-wand
abr,aug,abr-aug
hut34,entrp,hut34-entrp
publica,read,publica-read
copico,xcpo,copico
uptoken,up,uptoken-up
immla,iml,immla-iml
witcoin,wit,witcoin-wit
crypto20(c20),c20,crypto20-c20
horizonstate,hst,horizonstate-hst
coinme,up,coinme-up
hopetoken,hope,hope-token-hope
aterious,None,646
alloy,alloy,alloy-alloy
rilcoin,ril,rilcoin
likerealestateplatform,like,like-real-estate-platform-like
paypie,ppp,paypie-ppp
pally,pal,pally-pal
stockblock,xmc,stockblock-xmc
ezmarket,ezm,ezmarket-ezm
tokenza,tkz,tokenza-tkz
coinoor,None,609
stater,stat,stater-stat
valus,vls,valus-vls
weten,wtn,weten-wtn
zavodcoin,None,608
scienceblockchain(sci),sci,science-blockchain-sci
notary,ntry,notary-ntry
aaacoin,aaa,aaa-coin-aaa
a-token,atkn,a-token-atkn
quantstamp,qsp,quantstamp-qsp
blockmason,bcpt,blockmason-bcpt
chaintrade,ctc,chaintrade-ctc
altocar,altocar,altocar-altocar
elite888(8s),8s,elite888-8s
redpulse,rpx,red-pulse-rpx
venturednetwork,vcn,ventured-network-vcn
smartbillions,play,smartbillions-play
emphy,epy,emphy-epy
streamr,data,streamr-data
tewtew,tew,tewtew-tew
amlbitcoin,aml,aml-bitcoin-aml
crypto.tickets,tkt,crypto-tickets-tkt
bitspark(zephyr),None,509
eidoo,edo,eidoo-edo
mcx,mcx,mcx-mcx
tapproject,ttt,tapproject-ttt
stayallied,sta,stayallied-sta
bitconsciousfoundation,btcf,bitconscious-foundation-btcf
kredx,krt,kredx-krt
clearpoll,poll,clearpoll-poll
hazza,haz,hazza-haz
verifyunion,uc,verifyunion-uc
bibox,bix,bibox-bix
hextracoin,hxt,hextracoin-hxt
upfiring,ufr,upfiring-ufr
cryptoimprovementfund,cif,crypto-improvement-fund-cif
eagleproject,egl,eagle-project-egl
seratio(ser),ser,seratio-ser
rhea,rht,rhea-rhea
enjin,enj,enjin-enj
granthero,None,grant-hero-give
blocksale,bok,blocksale-bok
goodwillprotocol,goodwill,goodwill-protocol
wishfinance,wsh,wishfinance-wsh
cryptofund,dacf,crypto-fund-dacf
credo,cfd,credo-cfd
reidao,rei,reidao-rei
betstreak,bst,betstreak-bst
dragonchain,drgn,dragonchain-drgn
modoview,modo,modoview-modo
kumo,kmc,kumo-kmc
abjcoin,abj,abjcoin-abj
instacoin,insta,instacoin-insta
thedome,dme,the-dome-dme
farad,frd,farad-frd
saske,sxas,saske-sxas
okolofutbola,okf,okolofutbola-okf
digmus,gen,digmus-gen
hirematch,hire,hirematch-hire
redpillcoin,red,redpillcoin-red
btcwall,btcw,btcwall-btcw
indicoin,indi,indicoin-indi
coincrowd,xcc,coincrowd-xcc
fundcoin,fnd,fundcoin-fnd
akminvest,akm,akminvest-akm
quantopi,quant,quantopi-quant
hipe,hit,hipe-hit
customizablebasicincome,cbi,customizable-basic-income-cbi
doft,dfc,doft-dfc
snip,snp,snip-snp
flypme,fyp,flypme-fyp
doc.ai(neuron),None,434
signaltrading,sgnl,signal-trading-sgnl
tele2-teleport,tele,tele2-teleport-tele
iquantchain,iqt,iquant-chain-iqt
soma,sct,soma-sct
afterschool,ast,afterschool-ast
esrwallet,esr,esr-wallet-esr
biocoin,bio,biocoin-bio
pylonnetwork,pylon,pylon-network-pylon
aerotoken,aero,aero-token-aero
mingocoin,mgt,mingocoin-mgt
key,key,key-key
ethlend,lend,ethlend-lend
bitlifeandtrust,blt,bit-life-and-trust-blt
cryptopay,cpay,cryptopay-cpay
cryptogene,cgt,cryptogene-cgt
autonio,nio,autonio-nio
saltcoin,salt,salt-coin-salt
topprofit,top,topprofit-top
decent.bet,dbet,decentbet-dbet
unikoingold,ukg,unikoingold-ukg
plexcoin,plx,plexcoin-plx
vanillaplay,vpy,vanillaplay-vpy
goldminetoken,gmt,gold-mine-token-gmt
acebusters,ntz,acebusters-ntz
biopaycoin,bio,biopaycoin-bio
moncrypt,mon,moncrypt-mon
udiar,None,udiar-iar
genesisworld,gen,genesis-world-gen
ethbooks,ebk,ethbooks-ebk
hackspace,hac,hackspace-hac
fidcom,fidc,fidcom-fidc
kyber.network,knc,kybernetwork-knc
bitair,btca,bitair-btca
sandcoin,snd,sandcoin-snd
anacoin,anat,anacoin-anat
wolk,wolk,wolk-wolk
etch,etch,etch-etch
dolphin,dobi,dolphin-dobi
uledger,None,543
relest,rest,relest-rest
roin,roin,roin-roin
bitether,btr,bitether-btr
tensorbit,tenb,tensorbit-tenb
honestis,hnt,honestis-hnt
blocxs,cxs,blocxs-cxs
fapcoin,fap,fapcoin-fap
kapu,kapu,kapu-kapu
changebank,cag,change-bank-cag
gimli,gim,gimli-gim
kexcoin,kex,kexcoin-kex
valuecoin,vc,value-coin-vc
bannercoin,bcoin,bannercoin-bcoin
startmining,stmg,startmining-stmg
lakebanker,bac,lakebanker-bac
camonroad,cam,camonroad-cam
etherparty,fuel,etherparty-fuel
bookira,bkts,bookira-bkts
electroneum,etn,electroneum-etn
tokenlab,lab,tokenlab-lab
hashrush,rc,hash-rush-rc
cobinhood,cob,cobinhood-cob
eventchain,evc,eventchain-evc
sexservice,ssio,sexservice-ssio
smartholdem,sth,smart-holdem-sth
anryze,ryz,anryze-ryz
bitindia,bitindia,bitindia-bitindia
gamecoin.global,gmc,gamecoinglobal-game
rivetz,rvt,rivetz-rvt
sunmultiwallet,smt,sun-multiwallet-smt
dsplus,plc,ds-plus-plc
tron,trx,tron-trx
planescloud,pst,planes-cloud-pst
izibits,izi,izibits-izi
u.cash,ucash,ucash-ucash
realt,realt,realt-realt
atlant,atl,atlant-atl
maecenas,art,maecenas-art
wildcrypto,wild,wild-crypto-wild
viberate,None,viberate
hagglejob,hgl,hagglejob-hgl
internrxt,inxt,interxt-inxt
justmake,jm,justmake-jm
baner,bnr,baner-bnr
freewatch,watch,freewatch-watch
finshi,fins,finshi-fins
aventus,avt,aventus-avt
bitpoker,chip,bitpoker-chip
votes,votes,votes-votes
travelcoin,tlc,travelcoin-tlc
prcr,prcr,prcr
cccoin,ccc,cccoin-ccc
cryptonex,cnx,cryptonex-cnx
pcc(pcc),pcc,pcc-pcc
renttoken,rent,rent-token-rent
waltonchain,wtc,waltonchain
sentigraph,emot,sentigraph-graph
alis,alis,alis-alis
enko,enko,enko-enko
combicoin,combi,combicoin-combi
zloadr,zdr,zloadr-zdr
soferox,sfx,soferox-sfx
wic,wic,wic-wic
disledger,dcl,disledger-dcl
aigang,aix,aigang-aix
rdcr,rdcr,rdcr-rdcr
opakecofoundation,karmo,opakeco-foundation-karmo
e-veksel,evr,e-veksel-evr
modum,mod,modum-mod
iwtoken,iwt,iwtoken-iwt
monetha,mth,monetha-mth
litracoin,lta,litra-coin-lta
transmission,tmn,transmission-tmn
tomahawkcoin,tom,tomahawkcoin-tom
nimfamoney,nimfa,nimfamoney-nimfa
mandarin,mnt,mandarin-mnt
musiconomi,mci,musiconomi-mci
realityclash,rcc,reality-clash-rcc
russianminercoin,rmc,russian-miner-coin-rmc
solomonexchange,smnx,solomon-exchange-smnx
snapup,snp,snapup-snp
beone(b1),b1,beone-b1
boule,bou,boule-bou
ahoolee,aht,ahoolee-aht
billionairetoken,xbl,billionaire-token-xbl
chronologic,day,chronologic-day
powerledger,powr,power-ledger-powr
scorista,scor,scorista-scor
westerostoken,wst,westerostoken-wst
gravio,gio,gravio-gio
hubii.network,hub,hubiinetwork-hub
easymine,emt,easymine-emt
aldoin,aldo,aldoin-aldo
tokenstub,stub,tokenstub-stub
vibehub,vibex,vibehub-vibex
biont,biont,biont-biont
empirecard,emp,empire-card-emp
kencoin,kcn,kencoin-kcn
votecoin,vot,vote-coin-vot
revain,r,revain-r
imperium,mprm,imperium-mprm
umbrellacoin,umc,umbrella-coin-umc
natcoin,ntc,natcoin-ntc
authoreon,auth,authoreon-auth
intelligenttradingfoundation,itt,intelligent-trading-technologies-itt
glutoken,glu,glutoken-glu
affinityminingecosystem,amt,affinity-mining-ecosystem-amt
cryptoslots,spin,cryptoslots-spin
godzillion,godz,godzillion-godz
vechain,vet,vechain-
magos,mag,magos-mag
authorship,ats,authorship-ats
aquarights,aqua,aqua-rights-aqua
trackr,tkr,trackr-tkr
synchrolife,syc,synchrolife-syc
bitdicecasino,csno,bitdice-casino-csno
0xproject,zrx,0x-project
goldenfleece,gfl,goldenfleece-gfl
justdatingsite,jds,just-dating-site-jds
facecoin,fc,facecoin-fc
inkchain,mtc,inkchain-mtc
prime-ex,pex,prime-ex-pex
substratum,sub,substratum-sub
daseron,dsr,daseron-dsr
protostarr,psr,protostarr-psr
dentalfix,dfbt,dentalfix-dfbt
giscloancoin,gis,gisc-loancoin-gisc
alpencoin,alp,alpencoin-alp
stuffgogo,sgg,stuffgogo-sgg
ongcoin,ong,ongcoin-ong
hunt.bet,ht,huntbet-ht
prospectors,pgl,prospectors-pgl
fujinto,nto,fujinto-nto
pecun,pco,pecun-pco
filecoin,fil,filecoin-fil
neo,neo,neo-neo
thememessenger,met,the-memessenger-met
oceanlab,ocl,oceanlab-ocl
scrypto,srt,scrypto-srt
indorse,None,indorse
monkeycapital,None,monkey-sapital-
betking,bkb,betking-bkb
fluence,flu,fluence-flu
recoin,rec,recoin-rec
sgelder,sgel,sgelder-token-sgel
exchangeunion,xuc,exchange-union-xuc
xplay,xpa,xplay-xpa
neblio,nebl,neblio-nebl
theagora,ago,the-agora-ago
ignis,ignis,ignis-ignis
centra,ctr,centra-ctr
slvr,slvr,slvr-slvr
digipulse,dgt,digipulse-dgt
ramo,rcs,ramo-rcs
loopring,lrc,loopring
tremissis,tms,tremissis-tms
mwallet.online,mwt,mwalletonline-mwt
imbrex,rex,imbrex-rex
ruscoin,rsc,ruscoin-ruscoin
smartinvestmentfundtoken,None,211
enledger,eec,enledger-eec
harbour,hrb,harbour-hrb
xaurumgamma,xaur,xaurum-gamma-xaur
openzen,znt,openzen-znt
rex,rex,rex-rex
bhotspot,bht,bhotspot-bht
moeda,mda,moeda-mda
coinless,cls,coinless-cls
kuna,kun,kuna-kun
arenaplay,apy,arenaplay-apy
bitbounce,credo,bitbounce-credo
solardao,sdao,solar-dao-sdao
ziber,None,ziber
stox,stx,stox
impakcoin,mpk,impak-coin
sosnovkino,snk,sosnovkino-snk
slogn,slogn,slogn-slogn
propy,None,propy
presearch,dst,presearch-dst
everex,None,everex-evx
tribetoken,tribe,tribetoken-tribe
crazybet,cbet,crazybet-cbet
nwa,nwas,nwa-nwas
investfeed,feed,investfeed-feed
paquarium,pqt,paquarium-pqt
opus,opt,opus-opt
rasputin(roc),roc,rasputin-roc
intellium,intl,intellium-intl
solvena,sln,solvena-sln
virtualcashback,vcb,virtual-cash-back-vcb
act,act,act-act
makeitviral,miv,makeitviral-miv
district0x,dnt,district0x-dnt
peerbanks,ira,peerbanks-ira
8circuitstudios(8bt),8bt,8-circuit-studios-8bt
aicoin,xai,aicoin-xai
knows,knows,knows-knows
bowheadhealth,aht,bowhead-health-aht
atbcoin,atb,atbcoin-atb
agrello,dlt,agrello-dlt
obsidian,odn,obsidian-odn
bolenum,bln,bolenum-bln
blockcat,cat,blockcat-cat
targetcoin,tgt,target-coin-tgt
pillar,plr,pillar-plr
coinjob,xcj,coinjob-xcj
dent,dent,dent-dent
mass,mass,mass-mass
a2bdirect(a2b),a2b,a2b-direct-a2b
marketmaker,mmc,market-maker-mmc
digitaldevelopersfund,ddf,digital-developers-fund-ddf
dochain,doc,dochain-doc
adshares,None,adshares-adst
blocktix,tix,blocktix-blocktix
monsterbyte,mbi,monster-byte-mbi
soccerchain,soc,soccerchain-soc
uselessethereumtoken,uet,useless-ethereum-token-
mothership,msp,mothership-msp
santiment,san,santiment-san
starta,crs,starta-crs
rialto.ai,xrl,rialtoai-xrl
pcncoin(pcnc),pcnc,pcn-coin-pcnc
hiveproject,hvn,hive-project-hvn
oxfina,ox,ox-fina-ox
binance,bnb,binance-bnb
adex,adx,adex-adx
neverdie,ndc,neverdie-ndc
millofblood,teios,mill-of-blood-teios
dimcoin,dim,dimcoin-dim
droplex,drop,droplex-drop
ethos,ethos,ethos
nimiq,net,nimiq-net
hcash(hc),hc,hcash-hc
dao.casino,bet,daocasino-bet
suncontract,snc,suncontract-snc
rustbits,rustbits,rustbits-rustbits
eos,eos,eos
omisego,omg,omisego-omg
primalbase,pbt,primalbase-pbt
tenx,pay,tenx
populous,ppt,populous-ppt
etheriya,riya,etheriya-riya
bytom,bytom,bytom-bytom
openanx,oax,openanx-oax
skincoin,skin,skincoin-skin
civic,cvc,civic-cvc
status,snt,status-snt
corionplatform,None,corion-platform-cor
fundyourselfnow,fyn,fundyourselfnow
compcoin,cmp,compcoin-cmp
orocrypt,oroc,orocrypt-oroc
idice,ice,idice-ice
thebancorprotocol,bnt,the-bancor-protocol-bnt
metalpay,mtl,metalpay-mtl
cofound.it,cfi,cofoundit-cfi
wagerr,wgr,wagerr-wgr
dcorp,drp,dcorp-drp
encrypgen,dna,encrypgen-dna
patientory,ptoy,patientory-ptoy
mysteriumnetwork,myst,mysterium-network-myst
cryptobank,crpt,cryptobank-crpt
airplatform,xid,air-platform-xid
basicattentiontoken,bat,basic-attention-token-bat
polybius,plbt,polybius-plbt
zengold,zgc,zengold-zgc
aeternity,ae,aeternity-ae
cryptoping,ping,cryptoping-ping
aira,air,aira-air
nvo,nvo,nvo-nvo
masknetwork,msk,masknetwork-msk
yoyow,yoyow,yoyow-yoyow
crypviser,cvcoin,crypviser-cvcoin
storj,storj,storj-sjcx
monaco,mco,monaco-mco
aragonnetwork,ant,aragon-network-ant
minexcoin,mnx,minexcoin-mnx
zrcoin,zrcoin,zrcoin-zrcoin
boscoin,bos,boscoin-bos
voise,vsm,voise-vsm
embermine,emb,embermine-emb
apxventures,apx,apx-ventures
blockpool,bpl,blockpool-bpl
linkplatform,lnk,link-platform-lnk
tokencard,tkn,tokencard-tkn
adel,adl,adel-adl
mcaplabs,mcap,mcap-labs-mcap
veritaseum,veri,veritaseum-veri
backtoearth,strc,back-to-earth-strc
exscudo,eon,exscudo-eon
mobilego,game,mobilego
encryptotel,ett,encryptotel-ett
gnosis,gno,gnosis-gno
iex.ec,rlc,iexec-rlc
cryptoforecast,cft,cryptoforecast
ethbits,etbs,ethbits-etbs
ecobit,ecob,ecobit-ecob
blockchaincapitalfund,bcap,blockchain-capital-fund-bcap
leviar,xlc,leviar-xlc
rchain,rcoh,rchain-rcoh
cosmos,cos,cosmos-cos
matchpool,gup,matchpool-gup
centz,centz,centz-centz
lunyr,lun,lunyr-lun
superdao,sup,superdao-sup
ethereummovieventure,emv,ethereum-movie-venture
internetofcoins,ioc,internet-of-coins-ioc
particl,part,particl-part
qtum,qtum,qtum-qtum
creativechain,crea,creativechain-crea
edgeless,edg,edgeless-edg
wetrust,trst,wetrust-trst
apptrade,appx,apptrade-appx
peerplays,ppy,peerplays-ppy
chainofpoints,points,chain-of-points-points
melonport,mln,melonport-mln
etheroll,dice,etheroll-dice
xpool,xbtc,x-pool-xbtc
respectonomy,res,respectonomy-res
equibit,eqb,equibit-eqb
contingency,cty,contingency-cty
augmentors,dtb,augmentors-dtb
ascendancy,asc,ascendancy-asc
procommerce,pro,procommerce-pro
mainstreetinvestment,mit,mainstreet-investment-mit
tithecoin,tithecoin,tithecoin-tithecoin
swishcoin,swh,swishcoin-swh
icobid,None,icobid-icob
bitcoingo,btg,bitcoingo-btg
branche,blt,branche-blt
tokes,tks,tokes-
blockcdn,bcdn,blockcdnbcdn
ebitz,ebz,ebitz-ebz
mercatox,merca,mercatox-merca
spectrecoin,spec,spectrecoin-spec
egaas,egs,egaas-egs
vdice,vsl,vdice-vsl
golem,gnt,golem-gnt
ark,ark,ark-ark
beyondthevoid,nxc,beyond-the-void-nxc
nodio,nod,nodio-nod
virtualaccelerator,hkg,virtual-accelerator-hkg
etcwin,win,etcwin-win
komodo,kmd,komodo-kmd
bitgirls,hyou,bitgirls-hyou
incent,incnt,incent--incnt
firstblood,1st,firstblood-1st
synereo(amp),amp,synereo-amp
eboost,None,eboost
masscoin,mass,mass-coin-mass
iconomi,icn,iconomi-icn
plutus(pluton),pluton,plutus-pluton
isunmediacoin,None,isunmediacoin
verge,xvg,verge-xvg
wavesplatform,waves,waves-platform-waves
projectdecorum,pdc,project-decorum-pdc
digixdao,dgd,digixdao-dgd
lisk,lsk,lisk-
augur,rep,augur-rep
cardano,ada,cardano-ada
stellar,xlm,stellar-xlm
ethereum,eth,ethereum-eth
supernet,unity,supernet-unity
maidsafecoin,maid,maidsafecoin-maid
bytecoin,bcn,bytecoin-bcn
ethereumcashpro,ecp,ethereumcashpro-ecp
arqit,arq,arqit-arq
playerone,plo,playerone
emjac,emjac,emjac
dbx,dbx,dbx
robonomicsnetwork,xrt,robonomics-network-xrt
dstadia,dsta,dstadia-dsta
oceanprotocol,ocn,ocean-protocol
mito,mito,mito-mito
openchat,chatcoin,openchat
aimedis,aim,aimedis-aim
gn10,gn10,gn10
smartaim,izr,smart-aim-izr
mesmr,msmr,mesmr-msmr
iostoken,iost,iost
libellum,lib,libellum-lib
skale,skale,skale
wfee(wfee),wfee,wfee-wfee
merge:eternalbattlegrounds,merge,merge-eternal-battlegrounds
rentaway,rtw,rentaway
fluid,fluid,fluid-fluid
toqqn,tqn,toqqn-tqn
finova,cloc,finova-cloc
spicevc,spice,spice
gpcc,gpcct,gpcc-
ultroneum,xum,ultroneum-xum
nebulagenomics,gen,nebula-genomics-gen
veiris,vee,veiris-vee
alza,alza,alza
constellation,dag,constellation-con
bucket,bkt,bucket
utilenetwork,utl,utile-network-utl
haladinar,hdn,haladinar-hdn
scientificcoin(sncoin),sncoin,scientificcoin-sncoin
emusic,emu,emusic-emu
stitched,stitch,stitched-stitch
emrifyhealthpassport,hit,emrify-health-passport-
nuls,nul,nuls-nul
erachain,era,erachain-era
hivemind,hive,hivemind-hive
nomad.space,nsp,nomadspace
fissacoin,fsc,fissacoin
pensionrewards,pcoin,pension-rewards-pcoin
delivererspowertoken,dpt,deliverers-power-token
sparrowexchange,sparrow,sparrow-exchange
formosafinancial,fmf,formosa-financial-fmf
hoard,hrd,hoard-hrd
kbcoin,kb,kbcoin-kb
dfinity,dfn,dfinity-dfn
drivedeal,ddt,drivedeal
tradingforest,tdf,trading-forest
senseprotocol,sense,sense-protocol-sense
turkeyenergy,xtrl,turkey-energy-xtrl
originprotocol(origintoken),origintoken,origin-protocol
calesys,cal,calesys-cal
callistonetwork,clo,callisto-network-clo
lookandhelp,lth,lookandhelp
openfinance,ofn,openfinance-ofn
imagol,ima,imagol-ima
cartesi,erg,cartesi-erg
ludos,lud,ludos-lud
radlending,rad,rad-lending
bezant,bznt,bezant-bznt
limitlex,lmx,limitlex-lmx
hyperquant,hqt,hyperquant-hqt
veiag,veiag,veiag
gamertoken,gtx,gamertoken-gtx
goldenhash,xgh,goldenhash
hitchain,hit,hitchain-hit
todanetwork,toda,toda-network-toda
telegram,gram,telegram-ton
loveblock,ddd,loveblock-ddd
warrantycoin,wty,warranty-coin-wty
tau,tau,tau
saveunicoins,ucn,saveunicoins-ucn
symbioses,sym,symbioses-sym
sleekplay,skp,sleekplay-skp
topnetwork,top,top-network
carbon,cusd,carbon-cusd
investre,ivt,investre-ivt
ewaiter,wtr,ewaiter
qryptonite,qtn,qryptonite-qtn
topchain,topc,topchain-topc
deconet,dco,deconet-dco
brickplatform,brk,brick-platform
aigotokenecosystem,aigo,aigo-token
gath3r,gth,gath3r
coinyspace,cnc,coinyspace-cnc
gameprotocol,gpt,game-protocol
hold,hold,hold-hold
review.network,rew,review-network-rew
littlebeex,lt,littlebeex
cryx,ccx,cryx-ccx
uchain,ucn,uchain-ucn
minerdog,mdc,minerdog
gamereward,grd,gamereward-grd
loom,loom,loom-loom
hedgertech,hdr,hedger-tech-hdr
heymate,hey,heymate-hey
bitplay,btp,bitplay
demetra,demeter,demetra-demeter
coinpennant,cpnt,coinpennant-cpnt
veondao,veon,veondao-veon
jura,jura,jura
quanth,qth,quanth-qth
greekfoodcorridors,gfc,greek-food-corridors-gfc
elph,elph,elph
impetusone,nudge,impetus-one-nudge
tempoico,tempo,tempo-
oysterprotocol,prl,oyster-protocol-prl
metasepia,prizm,metasepia
worldbitbank,wbb,world-bit-bank-wbb
vite,vite,vite
computable,com,computable-com
mediaprotocol,media,media-protocol-media
rootstock,rsk,rootstock-rsk
ncent,ncnt,ncent-labs-ncnt
payportal,pptl,payportal-pptl
cadeos,ade,cadeos-ade
versaratrade,vxr,versara-trade-vxr
akasha,aeth,akasha-aeth
poloneum,polo,poloneum-polo
nocturus,noct,nocturus-noct
livenpay,lvn,livenpay-lvn
arcallia,eec,arcallia
tresor.one,tos,tresor-one-tos
shoplium,sl,shoplium
geomanna,gm,geomanna-gm
cruisebit,crbt,cruisebit-crbt
swissrealcoin,src,swissrealcoin-src
hearo.fm,jam,hearofm-jam
sparc,sparc,sparc
alfatoken,alfa,alfatoken-alfa
ltonetwork,lto,lto-network-
bitcoinprivate,btcp,bitcoin-private-btcp
tridex,tdx,tridex-tdx
creator.ai(cr8),cr8,creatorai-cr8
clintex,clx,clintex-clx
geeqchain,gee,geeqchain-gee
funfair,fun,funfair-fun
dusknetwork,dusk,dusk-network
elixxir,eli,elixxir-eli
metrumcoin,metrums,metrumcoin-metrums
gobyte,gbx,gobyte
kayocredits,kyo,kayocredits-kyo
cityblockcapital,nycq,cityblock-capital-nycq
voxxo,voxxo,voxxo
contentbox,box,contentbox-box
carblock,car,carblock-car
glyno,glyno,glyno
siglo,sgl,siglo-sgl
empower,emp,empower-emp
koynce,koyn,koynce
unitycoin,unty,unity-coin-unty
hackfund,hack,hack-fund
kiwi,kiwi,kiwi
baerchain,brc,baerchain-brc
toaken,oak,toaken-oak
codaprotocol,coda,coda-protocol-cod
magnachain,mgc,magnachain-mgc
mefy,mefy,mefy
carco,carco,carco-carco
tradelize,tdz,tradelize
thedigitalreserve,drn,the-digital-reserve-drn
blupass,blu,blupass
carlife,kar,carlife-kar
ioex,ioex,ioex
amulet,amt,amulet-
null(null),null,gravelcoin
gizer,gzr,gizer-gzr
liquidbonus(liqbo),liqbo,liquid-bonus
zapaygo,zap,zapaygo
msd,msd,msd-msd
cryptoharbor,che,cryptoharbor-che
thundercore,thc,thundercore-thc
talo,talo,talo-
todsys,todsys,todsys-
sonic,sonic,sonic-sonic
fuzex,fxt,fuzex-fxt
womtoken,wom,wom-token-wom
elementsestates,eles,elements-estates-eles
pacmancoin,pmc,pacman-coin-pmc
driiven,bac,driiven
virtuepoker,vpp,virtue-poker
realfuel,rea,realfuel-rea
pockero,pcko,pockero-pcko
choice,oi,choice-oi
terra,terra,terra-money-terra
